neighborhood,title,price,bedrooms,pid,longitude,date,subregion,link,latitude,sqft
 (tiburon / belvedere),"Tiburon Apartment, Cove Area",$2100,   / 2br - 900ft² -    ,4038853348,-122.495884,Sep 16 2013,North Bay,/nby/apa/4038853348.html,37.898125,   / 2br - 900ft² -    
 (napa county),St. Helena Lovely Single Story Home,$2750,   / 3br - 1500ft² -    ,4072558378,,Sep 16 2013,North Bay,/nby/apa/4072558378.html,,   / 3br - 1500ft² -    
 (santa rosa),Available Soon*Spacious 2Bd x1.5Ba * Great Floorplan!,$1475,   / 2br - 888ft² -    ,4034878220,-122.759857,Sep 16 2013,North Bay,/nby/apa/4034878220.html,38.467870,   / 2br - 888ft² -    
 (santa rosa),"Save $300 Your First Month! 1x1 Available NOW! Weekend $pecial, too!",$1149,   / 1br -    ,4013234205,-122.759728,Sep 16 2013,North Bay,/nby/apa/4013234205.html,38.468055,   / 1br -    
 (rohnert pk / cotati),UNIQUE 1X1 Available Next Month! HUGE Terraces & Yards!,$1199,   / 1br - 610ft² -    ,4053519594,-122.708704,Sep 16 2013,North Bay,/nby/apa/4053519594.html,38.341379,   / 1br - 610ft² -    
 (rohnert pk / cotati),"Beautiful 5 Bedroom, 2 Bathroom Home, Available October 1st!",$2700,   / 5br -    ,4071905998,,Sep 16 2013,North Bay,/nby/apa/4071905998.html,,   / 5br -    
 (sausalito),2br 2 ba Townhouse,$2800,   / 2br - 1056ft² -    ,4071905943,,Sep 16 2013,North Bay,/nby/apa/4071905943.html,,   / 2br - 1056ft² -    
 (santa rosa),Recently renovated duplex conveniently located near downtown Santa Rosa!,$1050,   / 2br - 750ft² -    ,4058592698,,Sep 16 2013,North Bay,/nby/apa/4058592698.html,,   / 2br - 750ft² -    
 (santa rosa),Charming one level home in Downtown Santa Rosa! ,$2500,   / 2br - 1800ft² -    ,4046737229,,Sep 16 2013,North Bay,/nby/apa/4046737229.html,,   / 2br - 1800ft² -    
 (rohnert pk / cotati),"Two story home in newer area of desirable ""M""-Section.",$2150,   / 3br - 1700ft² -    ,4052768460,,Sep 16 2013,North Bay,/nby/apa/4052768460.html,,   / 3br - 1700ft² -    
 (santa rosa),Two-story PUD in Southeast Santa Rosa! ,$1650,   / 3br - 1285ft² -    ,4052690767,,Sep 16 2013,North Bay,/nby/apa/4052690767.html,,   / 3br - 1285ft² -    
 (santa rosa),"First floor unit in converted Victorian, well-maintained.",$1100,   / 2br - 600ft² -    ,4051042809,,Sep 16 2013,North Bay,/nby/apa/4051042809.html,,   / 2br - 600ft² -    
 (santa rosa),Cute One-Bedroom In-Law Apartment in Rincon Valley!,$950,   / 1br - 550ft² -    ,4019371680,,Sep 16 2013,North Bay,/nby/apa/4019371680.html,,   / 1br - 550ft² -    
 (novato),"This 1 BR Is More Than Just An Apartment, It's Your Home!",$1845,   / 1br - 650ft² -    ,4071853002,-122.535612,Sep 16 2013,North Bay,/nby/apa/4071853002.html,38.058125,   / 1br - 650ft² -    
 (Cloverdale),CLOVERDALE,$600,      ,4071885693,,Sep 16 2013,North Bay,/nby/apa/4071885693.html,,      
 (napa county),PHENOMENAL GUEST HOME NESTLED IN THE UPPER VALLEY VINEYARDS,$1800,   / 2br -    ,4071876822,-122.361600,Sep 16 2013,North Bay,/nby/apa/4071876822.html,38.416100,   / 2br -    
 (santa rosa),Charming Oakmont House for Rent,$1400,   / 2br -    ,4031750375,,Sep 16 2013,North Bay,/nby/apa/4031750375.html,,   / 2br -    
 (santa rosa),Beautiful Home in Oakmont,$1850,   / 2br - 1541ft² -    ,4046740048,-122.590923,Sep 16 2013,North Bay,/nby/apa/4046740048.html,38.430321,   / 2br - 1541ft² -    
 (santa rosa),Lovely Three Bedroom Home In Oakmont,$2300,   / 3br - 1870ft² -    ,4063794245,-122.639300,Sep 16 2013,North Bay,/nby/apa/4063794245.html,38.459200,   / 3br - 1870ft² -    
 (sonoma),Mature Gal Seeks Home for Long Term Rental,$1675,   / 1000ft² -    ,4071266020,,Sep 16 2013,North Bay,/nby/apa/4071266020.html,,   / 1000ft² -    
 (santa rosa),Huge ground floor 1-bedroom w/attached garage.,$1704,   / 1br - 797ft² -    ,4071327470,-122.639300,Sep 16 2013,North Bay,/nby/apa/4071327470.html,38.459200,   / 1br - 797ft² -    
 (napa county),Alta Height Jewel,$1225,   / 2br -    ,4071288624,,Sep 16 2013,North Bay,/nby/apa/4071288624.html,,   / 2br -    
 (sausalito),Love Where You Live!,$1495,   / 460ft² -    ,4071320561,-122.486983,Sep 16 2013,North Bay,/nby/apa/4071320561.html,37.850727,   / 460ft² -    
" (Fairfield/Suisun, California)",House for Rent ,$1350,   / 3br -    ,4071310507,-122.040240,Sep 16 2013,North Bay,/nby/apa/4071310507.html,38.238250,   / 3br -    
 (mill valley),3Bedroom 2 Bath Mill Valley View Home  ,$4950,   / 3br - 1750ft² -    ,4071307421,-122.531719,Sep 16 2013,North Bay,/nby/apa/4071307421.html,37.887882,   / 3br - 1750ft² -    
 (petaluma),2BA House in E. Petaluma (Morningstar) ,$1750,   / 2br -    ,4037091569,-122.637930,Sep 16 2013,North Bay,/nby/apa/4037091569.html,38.262647,   / 2br -    
 (petaluma),Mature Gal Seeks Home for Long Term Rental,$1675,   / 1000ft² -    ,4071260732,,Sep 16 2013,North Bay,/nby/apa/4071260732.html,,   / 1000ft² -    
 (rohnert pk / cotati),JUST REMODELED - 2 Bedroom / 1 Bathroom / 1 Car Enclosed Garage,$1400,   / 2br - 900ft² -    ,4070746183,-122.694898,Sep 16 2013,North Bay,/nby/apa/4070746183.html,38.344114,   / 2br - 900ft² -    
 (santa rosa),3 Bed/2 Bath + 2 Car Garage,$1600,   / 3br - 1200ft² -    ,4059322501,-122.699169,Sep 16 2013,North Bay,/nby/apa/4059322501.html,38.434442,   / 3br - 1200ft² -    
 (napa county),American Canyon single home,$1800,   / 3br - 1232ft² -    ,4070700354,-122.260998,Sep 16 2013,North Bay,/nby/apa/4070700354.html,38.164239,   / 3br - 1232ft² -    
 (rohnert pk / cotati),Beautiful and Renovated,,     ,4070694209,-122.694165,Sep 16 2013,North Bay,/nby/apa/4070694209.html,38.330918,     
 (sebastopol),COUNTRY HOME ON PRIVATE ROAD,$1695,   / 2br - 1000ft² -    ,4070652118,,Sep 16 2013,North Bay,/nby/apa/4070652118.html,,   / 2br - 1000ft² -    
 (petaluma),country guest house one bedroom ,$1425,   / 1br - 1000ft² -    ,4056983236,,Sep 16 2013,North Bay,/nby/apa/4056983236.html,,   / 1br - 1000ft² -    
 (novato),Indian Valley.. Panoramic Views.. 3.5 Bath ..POOL,$4495,   / 4br -    ,4059069051,-122.597208,Sep 16 2013,North Bay,/nby/apa/4059069051.html,38.085257,   / 4br -    
 (santa rosa),section 8 voucher,$1700,   / 3br -    ,4070502681,,Sep 16 2013,North Bay,/nby/apa/4070502681.html,,   / 3br -    
 (petaluma),$1000/ 1br-House on west side,,     ,4061418385,,Sep 16 2013,North Bay,/nby/apa/4061418385.html,,     
 (santa rosa),Recently built 2-bedroom 1-bath units,$1200,   / 2br - 750ft² -    ,4034785887,-122.711406,Sep 16 2013,North Bay,/nby/apa/4034785887.html,38.421890,   / 2br - 750ft² -    
 (santa rosa),SKY HAWK 4bed 2/12 bath panoramic viwe,$2850,   / 4br - 2900ft² -    ,4064251854,-122.639300,Sep 16 2013,North Bay,/nby/apa/4064251854.html,38.459200,   / 4br - 2900ft² -    
 (petaluma),Amazing Amenities Right Outside Your Door! Azure at Lakeville Square!,$1625,   / 1br -    ,4069291851,,Sep 15 2013,North Bay,/nby/apa/4069291851.html,,   / 1br -    
 (healdsburg / windsor),Elegantly Restored Craftsman  - Close to Downtown,$1975,   / 2br -    ,4028982187,-123.020868,Sep 15 2013,North Bay,/nby/apa/4028982187.html,38.810938,   / 2br -    
 (rohnert pk / cotati),Need a 1bedroom by next week? We have one for YOU! #206,$1321,   / 1br - 640ft² -    ,4069266331,,Sep 15 2013,North Bay,/nby/apa/4069266331.html,,   / 1br - 640ft² -    
 (healdsburg / windsor),Fully Remodeled 3 Bedroom Home with Park like Backyard and Vineyards j,$1550,   / 3br - 1318ft² -    ,4061179012,-123.027076,Sep 15 2013,North Bay,/nby/apa/4061179012.html,38.807044,   / 3br - 1318ft² -    
 (rohnert pk / cotati),*Showing TODAY* 12p-3pm,$1495,   / 2br - 1000ft² -    ,4069239716,-122.699298,Sep 15 2013,North Bay,/nby/apa/4069239716.html,38.326214,   / 2br - 1000ft² -    
 (rohnert pk / cotati),D Section Single level 3/2 home,$2150,   / 3br - 1610ft² -    ,4053489677,-122.697198,Sep 15 2013,North Bay,/nby/apa/4053489677.html,38.356414,   / 3br - 1610ft² -    
 (rohnert pk / cotati),D Section Single level 3/2 home,$2150,   / 3br - 1610ft² -    ,4053487756,-122.697198,Sep 15 2013,North Bay,/nby/apa/4053487756.html,38.356414,   / 3br - 1610ft² -    
 (santa rosa),A Home for You and your Dog Too! ,$1700,   / 2br - 1000ft² -    ,4060375969,-122.659496,Sep 15 2013,North Bay,/nby/apa/4060375969.html,38.430611,   / 2br - 1000ft² -    
 (sausalito),Sausalito Condo directly off of large pool and spa,$2495,   / 2br -    ,4069219148,-122.505115,Sep 15 2013,North Bay,/nby/apa/4069219148.html,37.870579,   / 2br -    
 (san rafael),Charming 1-bdrm in-law in Gerstle Park,$1450,   / 1br -    ,4069242323,,Sep 15 2013,North Bay,/nby/apa/4069242323.html,,   / 1br -    
 (fairfax),"Deck, views, full 1 bedroom, pool & reserved parking",$1500,   / 1br -    ,4069209509,-122.600305,Sep 15 2013,North Bay,/nby/apa/4069209509.html,37.997639,   / 1br -    
 (burlingame),"1 Bath, New unit, Near Burlingame Avenue",$2199,   / 2br - 850ft² -    ,4065697504,-122.343776,Sep 18 2013,Peninsula,/pen/apa/4065697504.html,37.574730,   / 2br - 850ft² -    
 (burlingame),"Large 2 bedrooms, 1 bath ",$2199,   / 2br - 850ft² -    ,4067352971,-122.343776,Sep 18 2013,Peninsula,/pen/apa/4067352971.html,37.574730,   / 2br - 850ft² -    
 (redwood city),Luxury Living In Prime Location,$2950,   / 3br -    ,4076512366,,Sep 18 2013,Peninsula,/pen/apa/4076512366.html,,   / 3br -    
 (san mateo),Need a New Home..Come Check Us Out in San Mateo!,$2488,   / 1br - 713ft² -    ,4076679672,-122.342481,Sep 18 2013,Peninsula,/pen/apa/4076679672.html,37.566436,   / 1br - 713ft² -    
 (san bruno),A San Bruno Must See! Open House Thursday 9/19/13 3:00-4:00,$2950,   / 3br - 1370ft² -    ,4076645200,-122.429000,Sep 18 2013,Peninsula,/pen/apa/4076645200.html,37.624700,   / 3br - 1370ft² -    
 (half moon bay),Lovely home in Ocean Colony near Ritz (Half Moon Bay),$4400,   / 3br - 3000ft² -    ,4065755171,-122.430786,Sep 18 2013,Peninsula,/pen/apa/4065755171.html,37.436341,   / 3br - 3000ft² -    
 (palo alto),"House in Evergreen park area, close to Stanford",$3400,   / 2br -    ,4047968538,-122.144759,Sep 18 2013,Peninsula,/pen/apa/4047968538.html,37.429535,   / 2br -    
 (palo alto),"House near  Stanford, Caltrain, Marguerite, Palo Alto High",$3400,   / 2br -    ,4068377531,,Sep 18 2013,Peninsula,/pen/apa/4068377531.html,,   / 2br -    
,Unwind in Sparkling Pool & Sundeck Parker Palo Alto ,$2765,   / 2br - 850ft² -    ,4076641374,,Sep 18 2013,Peninsula,/pen/apa/4076641374.html,,   / 2br - 850ft² -    
 (san carlos),"in Peninsula hills, quiet upscale neighborhood. Not an apartment/condo",$2500,   / 1br - 1000ft² -    ,4076625580,,Sep 18 2013,Peninsula,/pen/apa/4076625580.html,,   / 1br - 1000ft² -    
 (redwood city),"Beautiful Home near shopping and 280 hwy        and 101 hwy $3,250.00 ",$3250,   / 3br - 1500ft² -    ,4076619614,-122.233377,Sep 18 2013,Peninsula,/pen/apa/4076619614.html,37.474637,   / 3br - 1500ft² -    
 (mountain view),Delightfully cozy 1X1 made just for you!!!,$2228,   / 1br - 800ft² -    ,4076105654,-122.101303,Sep 18 2013,Peninsula,/pen/apa/4076105654.html,37.396907,   / 1br - 800ft² -    
 (daly city),"Live/Work 1 BR , 2 BA Loft Apartment - Coming Soon!",$2575,   / 1br - 1118ft² -    ,4076104176,-122.464020,Sep 18 2013,Peninsula,/pen/apa/4076104176.html,37.684313,   / 1br - 1118ft² -    
 (south san francisco),"Very Large, Beautiful 2 BEDROOM!!",$2000,   / 2br - 1000ft² -    ,4070007503,-122.409779,Sep 18 2013,Peninsula,/pen/apa/4070007503.html,37.657082,   / 2br - 1000ft² -    
 (foster city),Close to SF Bay - Hiking and Biking Trails - Great Location,$1895,   / 1br -    ,4076081227,-122.248783,Sep 18 2013,Peninsula,/pen/apa/4076081227.html,37.561592,   / 1br -    
 (millbrae),"Open @noon-2pm, Thursday 9/19. Downtown NewerPrime. Bart/CalTrain/SFO",$3300,   / 2br - 1260ft² -    ,4076100216,-122.388683,Sep 18 2013,Peninsula,/pen/apa/4076100216.html,37.596935,   / 2br - 1260ft² -    
 (san mateo),"WATERFRONT 1 BR ,newly remodeled kitchen & batroom",$2095,   / 1br - 610ft² -    ,4066813935,-122.288818,Sep 18 2013,Peninsula,/pen/apa/4066813935.html,37.567984,   / 1br - 610ft² -    
 (san mateo),Awesome 3x2 with Assigned Garage Parking and Amazing Views!,$3971,   / 3br - 1224ft² -    ,4076096164,,Sep 18 2013,Peninsula,/pen/apa/4076096164.html,,   / 3br - 1224ft² -    
 (mountain view),Best Kept Secret! The Best Location! Spacious Two Bedroom ,$2029,   / 1br - 682ft² -    ,4076057887,,Sep 18 2013,Peninsula,/pen/apa/4076057887.html,,   / 1br - 682ft² -    
 (palo alto),"Near Gunn HS, Stanford & VA Hospital",$2350,   / 1br -    ,4076065813,,Sep 18 2013,Peninsula,/pen/apa/4076065813.html,,   / 1br -    
 (san carlos),World Class Luxury  Townhome 2 1/2 baths - walk to downtown,$3800,   / 2br - 2000ft² -    ,4076040860,-122.260477,Sep 18 2013,Peninsula,/pen/apa/4076040860.html,37.503437,   / 2br - 2000ft² -    
 (burlingame),Luxury Renovated w/ High End Finishes & In-Unit Laundry - Downtown Bur,$2350,   / 1br -    ,4076070088,-122.350681,Sep 18 2013,Peninsula,/pen/apa/4076070088.html,37.576336,   / 1br -    
 (mountain view),1br/1ba top floor beautiful views Palo Alto/Mountain View,$1850,   / 1br -    ,4076437631,-122.115854,Sep 18 2013,Peninsula,/pen/apa/4076437631.html,37.409328,   / 1br -    
 (belmont),"BRIGHT, CLEAN, SPACIOUS APARTMENT, AVAILABLE SOON!",$2395,   / 2br - 997ft² -    ,4076429959,-122.296500,Sep 18 2013,Peninsula,/pen/apa/4076429959.html,37.509164,   / 2br - 997ft² -    
 (san mateo),Your San Mateo Sanctuary awaits You!,$2832,   / 1br - 809ft² -    ,4076430990,,Sep 18 2013,Peninsula,/pen/apa/4076430990.html,,   / 1br - 809ft² -    
 (belmont),"MUST SEE, SPECTACULAR, FULLY REMODELED APARTMENT!",$2150,   / 1br - 717ft² -    ,4076399650,-122.296565,Sep 18 2013,Peninsula,/pen/apa/4076399650.html,37.509215,   / 1br - 717ft² -    
 (palo alto),1 BR near Stanford,$2300,   / 1br - 600ft² -    ,4076396574,-122.147713,Sep 18 2013,Peninsula,/pen/apa/4076396574.html,37.433670,   / 1br - 600ft² -    
 (mountain view),Small MV Community at the Center of Convenience! Available Now!,$1700,   / 1br - 635ft² -    ,4076411268,-122.095961,Sep 18 2013,Peninsula,/pen/apa/4076411268.html,37.397307,   / 1br - 635ft² -    
 (redwood city),Easy walk to Down Town Redwood City and Cal,$3335,   / 2br - 1185ft² -    ,4076408408,,Sep 18 2013,Peninsula,/pen/apa/4076408408.html,,   / 2br - 1185ft² -    
 (daly city),"Immaculate, newly remodeled, furnished, 4BR/3BA whole house for rent. ",$3500,   / 4br -    ,4046423475,-122.463284,Sep 18 2013,Peninsula,/pen/apa/4046423475.html,37.654134,   / 4br -    
 (pacifica),SUNNY AND QUIET LINDA MAR,$2850,   / 3br - 1040ft² -    ,4076386454,-122.490586,Sep 18 2013,Peninsula,/pen/apa/4076386454.html,37.585337,   / 3br - 1040ft² -    
 (redwood city),"Central Location- Near Caltrain, 101, and Downtown Redwood City",$1890,   / 1br -    ,4076402014,,Sep 18 2013,Peninsula,/pen/apa/4076402014.html,,   / 1br -    
 (petaluma),"3br/2ba House 1613 Rainier Ave, Open House Sun 9/22 12:00-1:00",$1850,   / 3br - 1400ft² -    ,4072538469,-122.632329,Sep 16 2013,North Bay,/nby/apa/4072538469.html,38.258746,   / 3br - 1400ft² -    
 (santa rosa),"Roomate Alert! Great 2x1.5 Floorplan for Families, too!",$1475,   / 2br - 888ft² -    ,4012162253,-122.759621,Sep 16 2013,North Bay,/nby/apa/4012162253.html,38.468341,   / 2br - 888ft² -    
 (santa rosa),"Spacious 1 Bedroom Cottage-like Setting, Month-to-Month",$1025,   / 1br -    ,4064432493,-122.680897,Sep 16 2013,North Bay,/nby/apa/4064432493.html,38.454311,   / 1br -    
 (santa rosa),Unique rental opportunity... Desirable location in Rincon Valley,$1350,   / 1br - 900ft² -    ,4072491458,-122.639300,Sep 16 2013,North Bay,/nby/apa/4072491458.html,38.459200,   / 1br - 900ft² -    
 (santa rosa),Studio In-law Unit in SRJC Neighborhood,$700,   / 300ft² -    ,4072502365,,Sep 16 2013,North Bay,/nby/apa/4072502365.html,,   / 300ft² -    
 (healdsburg / windsor),2 bed/2bath/big yard+barn in Cloverdale ,$1900,   / 2br - 1000ft² -    ,4072495090,,Sep 16 2013,North Bay,/nby/apa/4072495090.html,,   / 2br - 1000ft² -    
 (santa rosa),PRIVATE RINCON VALLEY STUDIO APT ,$1100,   / 1br - 650ft² -    ,4066700993,-122.680096,Sep 16 2013,North Bay,/nby/apa/4066700993.html,38.471210,   / 1br - 650ft² -    
 (santa rosa),cute studio apt.800 a month,$800,   / 500ft² -    ,4072471520,,Sep 16 2013,North Bay,/nby/apa/4072471520.html,,   / 500ft² -    
 (napa county),"ADORABLE, FULLY FURNSIHED 2 BEDROOM CONDO",$1600,   / 2br -    ,4065634093,-122.313261,Sep 16 2013,North Bay,/nby/apa/4065634093.html,38.320151,   / 2br -    
 (napa county),BRAND NEW ST. HELENA UNITS,$2149,   / 2br -    ,4056086299,-122.461900,Sep 16 2013,North Bay,/nby/apa/4056086299.html,38.513800,   / 2br -    
 (napa county),Gorgeous Newer Four Bedroom House on Six Acres with Views,$4100,   / 4br -    ,4071888165,,Sep 16 2013,North Bay,/nby/apa/4071888165.html,,   / 4br -    
 (napa county),WINE CONNOISSEUR'S PARADISE,$2700,   / 4br -    ,4043577549,-122.325748,Sep 16 2013,North Bay,/nby/apa/4043577549.html,38.327542,   / 4br -    
 (napa county),CUTE NORTH NAPA DUPLEX,$1200,   / 1br -    ,4046682134,-122.314086,Sep 16 2013,North Bay,/nby/apa/4046682134.html,38.320013,   / 1br -    
 (santa rosa),Elegance meets comfort in our dual master suite 2 bed 2 baths!,$1659,   / 2br -    ,4071833311,-122.732649,Sep 16 2013,North Bay,/nby/apa/4071833311.html,38.466207,   / 2br -    
 (napa county),GORGEOUS NEWER HOME IN PRIVATE SHEVLAND RANCH COMMUNITY,$1900,   / 2br - 1700ft² -    ,4043599537,-122.256400,Sep 16 2013,North Bay,/nby/apa/4043599537.html,38.454900,   / 2br - 1700ft² -    
 (napa county),Charmingly Renovated Four Bedroom Napa Home on Corner Lot,$2450,   / 4br - 1559ft² -    ,4071885946,,Sep 16 2013,North Bay,/nby/apa/4071885946.html,,   / 4br - 1559ft² -    
 (napa county),Spacious Country Property Near Vichy Elementary School,$2500,   / 4br - 1652ft² -    ,4071885120,,Sep 16 2013,North Bay,/nby/apa/4071885120.html,,   / 4br - 1652ft² -    
 (san rafael),"$1650/ 2br - 1 bath Bahia Rafael CONDO, close to Bahia Vista School",$1650,   / 2br - 810ft² -    ,4057099246,,Sep 16 2013,North Bay,/nby/apa/4057099246.html,,   / 2br - 810ft² -    
 (napa county),Stunning Napa Valley Furnished Stone House ,$5000,   / 2br - 1748ft² -    ,4015871845,,Sep 16 2013,North Bay,/nby/apa/4015871845.html,,   / 2br - 1748ft² -    
 (sonoma),Rental Wanted,$2400,   / 1500ft² -    ,4042463943,,Sep 16 2013,North Bay,/nby/apa/4042463943.html,,   / 1500ft² -    
 (santa rosa),Grab a view! Lakes and fountains right outside our windows!,$1449,   / 1br -    ,4071283237,-122.672825,Sep 16 2013,North Bay,/nby/apa/4071283237.html,38.454950,   / 1br -    
 (rohnert pk / cotati),NICE 2 BEDROOM CONDO,$1400,   / 2br - 987ft² -    ,4034021836,-122.683697,Sep 16 2013,North Bay,/nby/apa/4034021836.html,38.367113,   / 2br - 987ft² -    
 (santa rosa),"*** Upstairs Apt, One Bedroom / One Bath***",$950,   / 1br -    ,4062944847,,Sep 16 2013,North Bay,/nby/apa/4062944847.html,,   / 1br -    
 (santa rosa),$0 PET DEPOSIT CALLING ALL DOGS! NO WEIGHT LIMIT/FEW RESTRICTED BREEDS,$1700,   / 2br - 1000ft² -    ,4060347856,-122.666596,Sep 16 2013,North Bay,/nby/apa/4060347856.html,38.426111,   / 2br - 1000ft² -    
 (santa rosa),Available Soon! SPACIOUS ONE BEDROOM. Bennett Valley.  $0 PET DEPOSIT,$1345,   / 1br - 750ft² -    ,4065577013,-122.666596,Sep 16 2013,North Bay,/nby/apa/4065577013.html,38.426111,   / 1br - 750ft² -    
 (san rafael),1 BR Ready for Move In Today!,$1862,   / 1br - 706ft² -    ,4071244009,-122.530560,Sep 16 2013,North Bay,/nby/apa/4071244009.html,38.021016,   / 1br - 706ft² -    
 (healdsburg / windsor),2 Bedroom Home Next to Keiser Park,$1500,   / 2br -    ,4071230257,-122.823501,Sep 16 2013,North Bay,/nby/apa/4071230257.html,38.547058,   / 2br -    
 (santa rosa),$1000 Granny unit Vinehill/Laguna 650 sq',$1000,   / 650ft² -    ,4059531732,,Sep 16 2013,North Bay,/nby/apa/4059531732.html,,   / 650ft² -    
 (santa rosa),Rincon Valley Duplex,$1795,   / 3br -    ,4071229171,-122.651596,Sep 16 2013,North Bay,/nby/apa/4071229171.html,38.476530,   / 3br -    
 (russian river),"1br - Re: Downtown Guerneville, Residential Complex $1050 / 1br ",,     ,4070346227,-122.996110,Sep 16 2013,North Bay,/nby/apa/4070346227.html,38.501860,     
 (santa rosa),"2x1.5 Upstairs, Downstairs, Poolside or Parkside? Choose Location NOW!",$1475,   / 2br - 888ft² -    ,4012209075,-122.759728,Sep 16 2013,North Bay,/nby/apa/4012209075.html,38.468072,   / 2br - 888ft² -    
 (west marin),Amazing Nicasio Horse Property Foundation,$6150,      ,4070346991,,Sep 16 2013,North Bay,/nby/apa/4070346991.html,,      
 (russian river),Cozy cottage for rent- Guerneville,$825,   / 1br -    ,4070351113,,Sep 16 2013,North Bay,/nby/apa/4070351113.html,,   / 1br -    
 (larkspur),Beautiful Home With Separate One Bedroom Apartment Foundation,$6500,   / 4br -    ,4070344648,,Sep 16 2013,North Bay,/nby/apa/4070344648.html,,   / 4br -    
 (napa county),Charming newly renovated 2 bed / 2 bath downtown Napa,$2100,   / 2br - 900ft² -    ,4070333237,,Sep 15 2013,North Bay,/nby/apa/4070333237.html,,   / 2br - 900ft² -    
 (tiburon / belvedere),Beautiful 4 Bedroom 3 Bath house with shared private beach,$7000,   / 4br - 2400ft² -    ,4049323522,-122.457833,Sep 15 2013,North Bay,/nby/apa/4049323522.html,37.893067,   / 4br - 2400ft² -    
 (petaluma),"Beautiful 3BR/2BA House on Spacious, Private Corner Lot",$2500,   / 3br - 1456ft² -    ,4070304023,-122.632042,Sep 15 2013,North Bay,/nby/apa/4070304023.html,38.261099,   / 3br - 1456ft² -    
 (napa county),Magnificent lake and hill view at lake Berryessa,$1400,   / 3br - 1200ft² -    ,4057666703,-122.189785,Sep 15 2013,North Bay,/nby/apa/4057666703.html,38.508707,   / 3br - 1200ft² -    
 (santa rosa),SWEET HOME &  YARDS GALORE !,$1895,   / 3br - 1225ft² -    ,4070289041,-122.670596,Sep 15 2013,North Bay,/nby/apa/4070289041.html,38.473010,   / 3br - 1225ft² -    
 (tiburon / belvedere),Pet-Friendly Waterfront Locale!,,  1br -    ,4069200292,,Sep 15 2013,North Bay,/nby/apa/4069200292.html,,  1br -    
 (san rafael),CHARMING 1BR IN-LAW APT. WITH PRIVATE ENTRANCE,$1000,   / 1br - 600ft² -    ,4069193904,-122.512986,Sep 15 2013,North Bay,/nby/apa/4069193904.html,37.975523,   / 1br - 600ft² -    
 (santa rosa),Stunning Flat with Private Garage; Pool View,$1879,   / 2br - 1087ft² -    ,4069185577,,Sep 15 2013,North Bay,/nby/apa/4069185577.html,,   / 2br - 1087ft² -    
 (corte madera),"3 BDRM Townhome Centrally Located, Near Great Shopping & FWY Access",$1798,   / 1br -    ,4069095177,,Sep 15 2013,North Bay,/nby/apa/4069095177.html,,   / 1br -    
 (rohnert pk / cotati),Nice 1bd/1ba apartment in Cotati ~ 325 E. Cotati Ave.,$925,   / 1br -    ,4069148144,,Sep 15 2013,North Bay,/nby/apa/4069148144.html,,   / 1br -    
 (novato),VACATION EVERY DAY!!  OPEN HOUSE SUNDAY!!,$3300,   / 3br - 1300ft² -    ,4046033565,-122.540400,Sep 15 2013,North Bay,/nby/apa/4046033565.html,38.061800,   / 3br - 1300ft² -    
 (santa rosa),Tranquil setting in Gorgeous location - Minutes to Downtown,$1473,   / 1br -    ,4069104446,-122.672760,Sep 15 2013,North Bay,/nby/apa/4069104446.html,38.454950,   / 1br -    
 (larkspur),Larkspur Water View,$2200,   / 2br - 1000ft² -    ,4069135643,,Sep 15 2013,North Bay,/nby/apa/4069135643.html,,   / 2br - 1000ft² -    
 (petaluma),"4 Bd, 3Ba house on the East Side - available now",$2750,   / 4br - 2200ft² -    ,4069114025,-122.598938,Sep 15 2013,North Bay,/nby/apa/4069114025.html,38.245822,   / 4br - 2200ft² -    
 (san rafael),2br 1 1/2 bath veiw&pool,$1595,   / 2br -    ,4064097892,-122.525050,Sep 15 2013,North Bay,/nby/apa/4064097892.html,37.962405,   / 2br -    
 (fairfax),Duplex with Valley Views (new number),$1550,   / 1br - 700ft² -    ,4069086618,,Sep 15 2013,North Bay,/nby/apa/4069086618.html,,   / 1br - 700ft² -    
 (mountain view),"Quality, comfort, and convenience! All in one great apt!",$2745,   / 2br -    ,4076581996,,Sep 18 2013,Peninsula,/pen/apa/4076581996.html,,   / 2br -    
 (san mateo),We have one remaining for September move-in. Apply now!,$2055,   / 2br - 750ft² -    ,4076592014,,Sep 18 2013,Peninsula,/pen/apa/4076592014.html,,   / 2br - 750ft² -    
 (redwood city),"Beautiful Home near shopping and 280 hwy and 101 hwy $3,350.00 ",$3350,   / 3br - 1500ft² -    ,4076608143,-122.233377,Sep 18 2013,Peninsula,/pen/apa/4076608143.html,37.474637,   / 3br - 1500ft² -    
 (san bruno),Hurry! This 1 bedroom is going to go fast!,$1795,   / 1br - 697ft² -    ,4059497651,,Sep 18 2013,Peninsula,/pen/apa/4059497651.html,,   / 1br - 697ft² -    
 (daly city),Modern Apartment 5 min BART ride to SF,$3250,   / 2br - 1183ft² -    ,4076590652,-122.462405,Sep 18 2013,Peninsula,/pen/apa/4076590652.html,37.703530,   / 2br - 1183ft² -    
 (daly city),Inlaw one bedroom $1300 for rent,$1300,   / 1br -    ,4076564529,,Sep 18 2013,Peninsula,/pen/apa/4076564529.html,,   / 1br -    
 (foster city),Incredible Savings on Sparkling New Place,$2720,   / 1br -    ,4076546072,,Sep 18 2013,Peninsula,/pen/apa/4076546072.html,,   / 1br -    
