country_group,seasonality,sex,age_group,month,unemployment,unemployment_rate
eu,trend,m,y_lt25,2009.09,3110000,21.9
eu,trend,m,y_lt25,2009.10,3105000,21.9
eu,trend,m,y_lt25,2009.11,3109000,22
eu,trend,m,y_lt25,2009.12,3093000,22
eu,trend,m,y_lt25,2010.01,3097000,22.1
eu,trend,m,y_lt25,2010.02,3095000,22.1
eu,trend,m,y_lt25,2010.03,3065000,21.9
eu,trend,m,y_lt25,2010.04,3048000,21.7
eu,trend,m,y_lt25,2010.05,3015000,21.5
eu,trend,m,y_lt25,2010.06,2971000,21.2
eu,trend,m,y_lt25,2010.07,2936000,21.1
eu,trend,m,y_lt25,2010.08,2937000,21.1
eu,trend,m,y_lt25,2010.09,2949000,21.2
eu,trend,m,y_lt25,2010.10,2989000,21.3
eu,trend,m,y_lt25,2010.11,3006000,21.5
eu,trend,m,y_lt25,2010.12,3015000,21.6
