country,seasonality,age_group,month,unemployment,unemployment_rate
pt,trend,y_lt25,2005.05,90000,16
pt,trend,y_lt25,2005.06,91000,16.2
pt,trend,y_lt25,2005.07,93000,16.4
pt,trend,y_lt25,2005.08,94000,16.6
pt,trend,y_lt25,2005.09,93000,16.5
pt,trend,y_lt25,2005.10,90000,16.1
pt,trend,y_lt25,2005.11,87000,15.7
pt,trend,y_lt25,2005.12,86000,15.5
pt,trend,y_lt25,2006.01,86000,15.6
pt,trend,y_lt25,2006.02,86000,15.6
pt,trend,y_lt25,2006.03,85000,15.6
pt,trend,y_lt25,2006.04,86000,15.7
pt,trend,y_lt25,2006.05,86000,15.8
pt,trend,y_lt25,2006.06,87000,16
pt,trend,y_lt25,2006.07,89000,16.3
pt,trend,y_lt25,2006.08,90000,16.6
pt,trend,y_lt25,2006.09,91000,16.8
pt,trend,y_lt25,2006.10,92000,17
pt,trend,y_lt25,2006.11,93000,17.3
pt,trend,y_lt25,2006.12,92000,17.3
pt,trend,y_lt25,2007.01,91000,17.3
pt,trend,y_lt25,2007.02,91000,17.2
pt,trend,y_lt25,2007.03,90000,17.2
pt,trend,y_lt25,2007.04,90000,17.2
pt,trend,y_lt25,2007.05,88000,17
pt,trend,y_lt25,2007.06,86000,16.6
pt,trend,y_lt25,2007.07,83000,16.1
pt,trend,y_lt25,2007.08,81000,15.8
pt,trend,y_lt25,2007.09,81000,15.8
pt,trend,y_lt25,2007.10,83000,16.1
pt,trend,y_lt25,2007.11,84000,16.2
pt,trend,y_lt25,2007.12,83000,16.1
pt,trend,y_lt25,2008.01,82000,15.9
pt,trend,y_lt25,2008.02,81000,15.8
pt,trend,y_lt25,2008.03,80000,15.6
pt,trend,y_lt25,2008.04,80000,15.6
pt,trend,y_lt25,2008.05,81000,15.9
pt,trend,y_lt25,2008.06,83000,16.3
pt,trend,y_lt25,2008.07,85000,16.8
pt,trend,y_lt25,2008.08,87000,17.2
pt,trend,y_lt25,2008.09,88000,17.4
pt,trend,y_lt25,2008.10,88000,17.5
pt,trend,y_lt25,2008.11,88000,17.8
pt,trend,y_lt25,2008.12,90000,18.2
pt,trend,y_lt25,2009.01,92000,18.7
pt,trend,y_lt25,2009.02,93000,19.2
pt,trend,y_lt25,2009.03,93000,19.5
pt,trend,y_lt25,2009.04,93000,19.6
pt,trend,y_lt25,2009.05,92000,19.6
pt,trend,y_lt25,2009.06,92000,19.7
pt,trend,y_lt25,2009.07,92000,19.7
pt,trend,y_lt25,2009.08,92000,19.8
pt,trend,y_lt25,2009.09,93000,20.3
pt,trend,y_lt25,2009.10,95000,20.9
pt,trend,y_lt25,2009.11,96000,21.3
pt,trend,y_lt25,2009.12,97000,21.7
pt,trend,y_lt25,2010.01,97000,22
pt,trend,y_lt25,2010.02,97000,22
pt,trend,y_lt25,2010.03,96000,21.9
pt,trend,y_lt25,2010.04,95000,21.8
pt,trend,y_lt25,2010.05,94000,21.8
pt,trend,y_lt25,2010.06,95000,22.1
pt,trend,y_lt25,2010.07,96000,22.6
pt,trend,y_lt25,2010.08,97000,23
pt,trend,y_lt25,2010.09,96000,22.9
pt,trend,y_lt25,2010.10,94000,22.4
pt,trend,y_lt25,2010.11,93000,22
pt,trend,y_lt25,2010.12,91000,21.7
ro,nsa,y25-74,1999.01,537000,5.8
ro,nsa,y25-74,1999.02,537000,5.8
ro,nsa,y25-74,1999.03,537000,5.8
ro,nsa,y25-74,1999.04,468000,4.7
ro,nsa,y25-74,1999.05,468000,4.7
ro,nsa,y25-74,1999.06,468000,4.7
ro,nsa,y25-74,1999.07,425000,4.3
ro,nsa,y25-74,1999.08,425000,4.3
ro,nsa,y25-74,1999.09,425000,4.3
ro,nsa,y25-74,1999.10,502000,5.3
ro,nsa,y25-74,1999.11,502000,5.3
ro,nsa,y25-74,1999.12,502000,5.3
ro,nsa,y25-74,2000.01,591000,6.3
ro,nsa,y25-74,2000.02,591000,6.3
ro,nsa,y25-74,2000.03,591000,6.3
ro,nsa,y25-74,2000.04,556000,5.6
ro,nsa,y25-74,2000.05,556000,5.6
ro,nsa,y25-74,2000.06,556000,5.6
ro,nsa,y25-74,2000.07,484000,4.8
ro,nsa,y25-74,2000.08,484000,4.8
ro,nsa,y25-74,2000.09,484000,4.8
ro,nsa,y25-74,2000.10,487000,5.1
ro,nsa,y25-74,2000.11,487000,5.1
ro,nsa,y25-74,2000.12,487000,5.1
ro,nsa,y25-74,2001.01,547000,5.8
ro,nsa,y25-74,2001.02,547000,5.8
ro,nsa,y25-74,2001.03,547000,5.8
ro,nsa,y25-74,2001.04,513000,5.2
ro,nsa,y25-74,2001.05,513000,5.2
ro,nsa,y25-74,2001.06,513000,5.2
ro,nsa,y25-74,2001.07,437000,4.4
ro,nsa,y25-74,2001.08,437000,4.4
ro,nsa,y25-74,2001.09,437000,4.4
ro,nsa,y25-74,2001.10,457000,4.8
ro,nsa,y25-74,2001.11,457000,4.8
ro,nsa,y25-74,2001.12,457000,4.8
ro,nsa,y25-74,2002.01,678000,7.8
ro,nsa,y25-74,2002.02,678000,7.8
ro,nsa,y25-74,2002.03,678000,7.8
ro,nsa,y25-74,2002.04,574000,6.3
ro,nsa,y25-74,2002.05,574000,6.3
ro,nsa,y25-74,2002.06,574000,6.3
ro,nsa,y25-74,2002.07,529000,5.7
ro,nsa,y25-74,2002.08,529000,5.7
ro,nsa,y25-74,2002.09,529000,5.7
ro,nsa,y25-74,2002.10,553000,6.2
ro,nsa,y25-74,2002.11,553000,6.2
ro,nsa,y25-74,2002.12,553000,6.2
ro,nsa,y25-74,2003.01,535000,6.3
ro,nsa,y25-74,2003.02,535000,6.3
ro,nsa,y25-74,2003.03,535000,6.3
ro,nsa,y25-74,2003.04,479000,5.4
ro,nsa,y25-74,2003.05,479000,5.4
ro,nsa,y25-74,2003.06,479000,5.4
ro,nsa,y25-74,2003.07,436000,4.8
ro,nsa,y25-74,2003.08,436000,4.8
ro,nsa,y25-74,2003.09,436000,4.8
ro,nsa,y25-74,2003.10,457000,5.3
ro,nsa,y25-74,2003.11,457000,5.3
ro,nsa,y25-74,2003.12,457000,5.3
ro,nsa,y25-74,2004.01,588000,7
ro,nsa,y25-74,2004.02,588000,7
ro,nsa,y25-74,2004.03,588000,7
ro,nsa,y25-74,2004.04,508000,5.7
ro,nsa,y25-74,2004.05,508000,5.7
ro,nsa,y25-74,2004.06,508000,5.7
ro,nsa,y25-74,2004.07,508000,5.7
ro,nsa,y25-74,2004.08,508000,5.7
ro,nsa,y25-74,2004.09,508000,5.7
ro,nsa,y25-74,2004.10,554000,6.4
ro,nsa,y25-74,2004.11,554000,6.4
ro,nsa,y25-74,2004.12,554000,6.4
ro,nsa,y25-74,2005.01,594000,6.8
ro,nsa,y25-74,2005.02,594000,6.8
ro,nsa,y25-74,2005.03,594000,6.8
ro,nsa,y25-74,2005.04,520000,5.8
ro,nsa,y25-74,2005.05,520000,5.8
ro,nsa,y25-74,2005.06,520000,5.8
ro,nsa,y25-74,2005.07,399000,4.6
ro,nsa,y25-74,2005.08,399000,4.6
ro,nsa,y25-74,2005.09,399000,4.6
ro,nsa,y25-74,2005.10,464000,5.3
ro,nsa,y25-74,2005.11,464000,5.3
ro,nsa,y25-74,2005.12,464000,5.3
ro,nsa,y25-74,2006.01,550000,6.2
ro,nsa,y25-74,2006.02,550000,6.2
ro,nsa,y25-74,2006.03,550000,6.2
ro,nsa,y25-74,2006.04,514000,5.6
ro,nsa,y25-74,2006.05,514000,5.6
ro,nsa,y25-74,2006.06,514000,5.6
ro,nsa,y25-74,2006.07,496000,5.3
ro,nsa,y25-74,2006.08,496000,5.3
ro,nsa,y25-74,2006.09,496000,5.3
ro,nsa,y25-74,2006.10,500000,5.7
ro,nsa,y25-74,2006.11,500000,5.7
ro,nsa,y25-74,2006.12,500000,5.7
ro,nsa,y25-74,2007.01,486000,5.5
ro,nsa,y25-74,2007.02,486000,5.5
ro,nsa,y25-74,2007.03,486000,5.5
ro,nsa,y25-74,2007.04,461000,5.1
ro,nsa,y25-74,2007.05,461000,5.1
ro,nsa,y25-74,2007.06,461000,5.1
ro,nsa,y25-74,2007.07,400000,4.3
ro,nsa,y25-74,2007.08,400000,4.3
ro,nsa,y25-74,2007.09,400000,4.3
ro,nsa,y25-74,2007.10,431000,4.8
ro,nsa,y25-74,2007.11,431000,4.8
ro,nsa,y25-74,2007.12,431000,4.8
ro,nsa,y25-74,2008.01,436000,4.9
ro,nsa,y25-74,2008.02,436000,4.9
ro,nsa,y25-74,2008.03,436000,4.9
ro,nsa,y25-74,2008.04,394000,4.3
ro,nsa,y25-74,2008.05,394000,4.3
ro,nsa,y25-74,2008.06,394000,4.3
ro,nsa,y25-74,2008.07,355000,3.9
ro,nsa,y25-74,2008.08,355000,3.9
ro,nsa,y25-74,2008.09,355000,3.9
ro,nsa,y25-74,2008.10,409000,4.6
ro,nsa,y25-74,2008.11,409000,4.6
ro,nsa,y25-74,2008.12,409000,4.6
ro,nsa,y25-74,2009.01,466000,5.3
ro,nsa,y25-74,2009.02,466000,5.3
ro,nsa,y25-74,2009.03,466000,5.3
ro,nsa,y25-74,2009.04,446000,4.9
ro,nsa,y25-74,2009.05,446000,4.9
ro,nsa,y25-74,2009.06,446000,4.9
ro,nsa,y25-74,2009.07,471000,5.1
ro,nsa,y25-74,2009.08,471000,5.1
ro,nsa,y25-74,2009.09,471000,5.1
ro,nsa,y25-74,2009.10,552000,6.2
ro,nsa,y25-74,2009.11,552000,6.2
ro,nsa,y25-74,2009.12,552000,6.2
ro,nsa,y25-74,2010.01,586000,6.7
ro,nsa,y25-74,2010.02,586000,6.7
ro,nsa,y25-74,2010.03,586000,6.7
ro,nsa,y25-74,2010.04,499000,5.4
ro,nsa,y25-74,2010.05,499000,5.4
ro,nsa,y25-74,2010.06,499000,5.4
ro,nsa,y25-74,2010.07,481000,5.2
ro,nsa,y25-74,2010.08,481000,5.2
ro,nsa,y25-74,2010.09,481000,5.2
ro,nsa,y_lt25,1999.01,364000,25.3
ro,nsa,y_lt25,1999.02,364000,25.3
ro,nsa,y_lt25,1999.03,364000,25.3
ro,nsa,y_lt25,1999.04,265000,17.3
ro,nsa,y_lt25,1999.05,265000,17.3
ro,nsa,y_lt25,1999.06,265000,17.3
ro,nsa,y_lt25,1999.07,279000,17.3
ro,nsa,y_lt25,1999.08,279000,17.3
ro,nsa,y_lt25,1999.09,279000,17.3
ro,nsa,y_lt25,1999.10,320000,22.1
ro,nsa,y_lt25,1999.11,320000,22.1
ro,nsa,y_lt25,1999.12,320000,22.1
ro,nsa,y_lt25,2000.01,336000,24.5
ro,nsa,y_lt25,2000.02,336000,24.5
ro,nsa,y_lt25,2000.03,336000,24.5
ro,nsa,y_lt25,2000.04,260000,17.8
ro,nsa,y_lt25,2000.05,260000,17.8
ro,nsa,y_lt25,2000.06,260000,17.8
ro,nsa,y_lt25,2000.07,280000,18.2
ro,nsa,y_lt25,2000.08,280000,18.2
ro,nsa,y_lt25,2000.09,280000,18.2
ro,nsa,y_lt25,2000.10,291000,19.8
ro,nsa,y_lt25,2000.11,291000,19.8
ro,nsa,y_lt25,2000.12,291000,19.8
ro,nsa,y_lt25,2001.01,305000,22.1
ro,nsa,y_lt25,2001.02,305000,22.1
ro,nsa,y_lt25,2001.03,305000,22.1
ro,nsa,y_lt25,2001.04,245000,17.6
ro,nsa,y_lt25,2001.05,245000,17.6
ro,nsa,y_lt25,2001.06,245000,17.6
ro,nsa,y_lt25,2001.07,233000,15.6
ro,nsa,y_lt25,2001.08,233000,15.6
ro,nsa,y_lt25,2001.09,233000,15.6
ro,nsa,y_lt25,2001.10,263000,19.4
ro,nsa,y_lt25,2001.11,263000,19.4
ro,nsa,y_lt25,2001.12,263000,19.4
ro,nsa,y_lt25,2002.01,351000,27.5
ro,nsa,y_lt25,2002.02,351000,27.5
ro,nsa,y_lt25,2002.03,351000,27.5
ro,nsa,y_lt25,2002.04,288000,22.2
ro,nsa,y_lt25,2002.05,288000,22.2
ro,nsa,y_lt25,2002.06,288000,22.2
ro,nsa,y_lt25,2002.07,287000,20.6
ro,nsa,y_lt25,2002.08,287000,20.6
ro,nsa,y_lt25,2002.09,287000,20.6
ro,nsa,y_lt25,2002.10,276000,22.5
ro,nsa,y_lt25,2002.11,276000,22.5
ro,nsa,y_lt25,2002.12,276000,22.5
ro,nsa,y_lt25,2003.01,244000,23.3
ro,nsa,y_lt25,2003.02,244000,23.3
ro,nsa,y_lt25,2003.03,244000,23.3
ro,nsa,y_lt25,2003.04,221000,19.5
ro,nsa,y_lt25,2003.05,221000,19.5
ro,nsa,y_lt25,2003.06,221000,19.5
ro,nsa,y_lt25,2003.07,201000,17.2
ro,nsa,y_lt25,2003.08,201000,17.2
ro,nsa,y_lt25,2003.09,201000,17.2
ro,nsa,y_lt25,2003.10,194000,18.7
ro,nsa,y_lt25,2003.11,194000,18.7
ro,nsa,y_lt25,2003.12,194000,18.7
ro,nsa,y_lt25,2004.01,262000,21.7
ro,nsa,y_lt25,2004.02,262000,21.7
ro,nsa,y_lt25,2004.03,262000,21.7
ro,nsa,y_lt25,2004.04,268000,22.3
ro,nsa,y_lt25,2004.05,268000,22.3
ro,nsa,y_lt25,2004.06,268000,22.3
ro,nsa,y_lt25,2004.07,263000,21.6
ro,nsa,y_lt25,2004.08,263000,21.6
ro,nsa,y_lt25,2004.09,263000,21.6
ro,nsa,y_lt25,2004.10,246000,21.9
ro,nsa,y_lt25,2004.11,246000,21.9
ro,nsa,y_lt25,2004.12,246000,21.9
ro,nsa,y_lt25,2005.01,238000,22.6
ro,nsa,y_lt25,2005.02,238000,22.6
ro,nsa,y_lt25,2005.03,238000,22.6
ro,nsa,y_lt25,2005.04,198000,18.8
ro,nsa,y_lt25,2005.05,198000,18.8
ro,nsa,y_lt25,2005.06,198000,18.8
ro,nsa,y_lt25,2005.07,204000,19
ro,nsa,y_lt25,2005.08,204000,19
ro,nsa,y_lt25,2005.09,204000,19
ro,nsa,y_lt25,2005.10,202000,20.6
ro,nsa,y_lt25,2005.11,202000,20.6
ro,nsa,y_lt25,2005.12,202000,20.6
ro,nsa,y_lt25,2006.01,212000,22.5
ro,nsa,y_lt25,2006.02,212000,22.5
ro,nsa,y_lt25,2006.03,212000,22.5
ro,nsa,y_lt25,2006.04,199000,19.7
ro,nsa,y_lt25,2006.05,199000,19.7
ro,nsa,y_lt25,2006.06,199000,19.7
ro,nsa,y_lt25,2006.07,234000,21.8
ro,nsa,y_lt25,2006.08,234000,21.8
ro,nsa,y_lt25,2006.09,234000,21.8
ro,nsa,y_lt25,2006.10,207000,21.8
ro,nsa,y_lt25,2006.11,207000,21.8
ro,nsa,y_lt25,2006.12,207000,21.8
ro,nsa,y_lt25,2007.01,204000,21.8
ro,nsa,y_lt25,2007.02,204000,21.8
ro,nsa,y_lt25,2007.03,204000,21.8
ro,nsa,y_lt25,2007.04,199000,19.2
ro,nsa,y_lt25,2007.05,199000,19.2
ro,nsa,y_lt25,2007.06,199000,19.2
ro,nsa,y_lt25,2007.07,215000,20.7
ro,nsa,y_lt25,2007.08,215000,20.7
ro,nsa,y_lt25,2007.09,215000,20.7
ro,nsa,y_lt25,2007.10,169000,18.9
ro,nsa,y_lt25,2007.11,169000,18.9
ro,nsa,y_lt25,2007.12,169000,18.9
ro,nsa,y_lt25,2008.01,181000,19.8
ro,nsa,y_lt25,2008.02,181000,19.8
ro,nsa,y_lt25,2008.03,181000,19.8
ro,nsa,y_lt25,2008.04,173000,17.4
ro,nsa,y_lt25,2008.05,173000,17.4
ro,nsa,y_lt25,2008.06,173000,17.4
ro,nsa,y_lt25,2008.07,196000,19.2
ro,nsa,y_lt25,2008.08,196000,19.2
ro,nsa,y_lt25,2008.09,196000,19.2
ro,nsa,y_lt25,2008.10,159000,17.9
ro,nsa,y_lt25,2008.11,159000,17.9
ro,nsa,y_lt25,2008.12,159000,17.9
ro,nsa,y_lt25,2009.01,201000,21.3
ro,nsa,y_lt25,2009.02,201000,21.3
ro,nsa,y_lt25,2009.03,201000,21.3
ro,nsa,y_lt25,2009.04,180000,19.2
ro,nsa,y_lt25,2009.05,180000,19.2
ro,nsa,y_lt25,2009.06,180000,19.2
ro,nsa,y_lt25,2009.07,228000,22.3
ro,nsa,y_lt25,2009.08,228000,22.3
ro,nsa,y_lt25,2009.09,228000,22.3
ro,nsa,y_lt25,2009.10,179000,20
ro,nsa,y_lt25,2009.11,179000,20
ro,nsa,y_lt25,2009.12,179000,20
ro,nsa,y_lt25,2010.01,201000,22.2
ro,nsa,y_lt25,2010.02,201000,22.2
ro,nsa,y_lt25,2010.03,201000,22.2
ro,nsa,y_lt25,2010.04,198000,20.5
ro,nsa,y_lt25,2010.05,198000,20.5
ro,nsa,y_lt25,2010.06,198000,20.5
ro,nsa,y_lt25,2010.07,222000,22.9
ro,nsa,y_lt25,2010.08,222000,22.9
ro,nsa,y_lt25,2010.09,222000,22.9
ro,sa,y25-74,1999.01,478000,4.9
ro,sa,y25-74,1999.02,478000,4.9
ro,sa,y25-74,1999.03,478000,4.9
ro,sa,y25-74,1999.04,468000,4.8
ro,sa,y25-74,1999.05,468000,4.8
ro,sa,y25-74,1999.06,468000,4.8
ro,sa,y25-74,1999.07,473000,4.9
ro,sa,y25-74,1999.08,473000,4.9
ro,sa,y25-74,1999.09,473000,4.9
ro,sa,y25-74,1999.10,513000,5.3
ro,sa,y25-74,1999.11,513000,5.3
ro,sa,y25-74,1999.12,513000,5.3
ro,sa,y25-74,2000.01,530000,5.4
ro,sa,y25-74,2000.02,530000,5.4
ro,sa,y25-74,2000.03,530000,5.4
ro,sa,y25-74,2000.04,556000,5.7
ro,sa,y25-74,2000.05,556000,5.7
ro,sa,y25-74,2000.06,556000,5.7
ro,sa,y25-74,2000.07,535000,5.5
ro,sa,y25-74,2000.08,535000,5.5
ro,sa,y25-74,2000.09,535000,5.5
ro,sa,y25-74,2000.10,498000,5.1
ro,sa,y25-74,2000.11,498000,5.1
ro,sa,y25-74,2000.12,498000,5.1
ro,sa,y25-74,2001.01,487000,5
ro,sa,y25-74,2001.02,487000,5
ro,sa,y25-74,2001.03,487000,5
ro,sa,y25-74,2001.04,513000,5.3
ro,sa,y25-74,2001.05,513000,5.3
ro,sa,y25-74,2001.06,513000,5.3
ro,sa,y25-74,2001.07,484000,5
ro,sa,y25-74,2001.08,484000,5
ro,sa,y25-74,2001.09,484000,5
ro,sa,y25-74,2001.10,468000,4.9
ro,sa,y25-74,2001.11,468000,4.9
ro,sa,y25-74,2001.12,468000,4.9
ro,sa,y25-74,2002.01,617000,6.8
ro,sa,y25-74,2002.02,617000,6.8
ro,sa,y25-74,2002.03,617000,6.8
ro,sa,y25-74,2002.04,574000,6.4
ro,sa,y25-74,2002.05,574000,6.4
ro,sa,y25-74,2002.06,574000,6.4
ro,sa,y25-74,2002.07,581000,6.5
ro,sa,y25-74,2002.08,581000,6.5
ro,sa,y25-74,2002.09,581000,6.5
ro,sa,y25-74,2002.10,564000,6.3
ro,sa,y25-74,2002.11,564000,6.3
ro,sa,y25-74,2002.12,564000,6.3
ro,sa,y25-74,2003.01,478000,5.4
ro,sa,y25-74,2003.02,478000,5.4
ro,sa,y25-74,2003.03,478000,5.4
ro,sa,y25-74,2003.04,479000,5.5
ro,sa,y25-74,2003.05,479000,5.5
ro,sa,y25-74,2003.06,479000,5.5
ro,sa,y25-74,2003.07,484000,5.5
ro,sa,y25-74,2003.08,484000,5.5
ro,sa,y25-74,2003.09,484000,5.5
ro,sa,y25-74,2003.10,467000,5.4
ro,sa,y25-74,2003.11,467000,5.4
ro,sa,y25-74,2003.12,467000,5.4
ro,sa,y25-74,2004.01,529000,6.1
ro,sa,y25-74,2004.02,529000,6.1
ro,sa,y25-74,2004.03,529000,6.1
ro,sa,y25-74,2004.04,509000,5.8
ro,sa,y25-74,2004.05,509000,5.8
ro,sa,y25-74,2004.06,509000,5.8
ro,sa,y25-74,2004.07,554000,6.3
ro,sa,y25-74,2004.08,554000,6.3
ro,sa,y25-74,2004.09,554000,6.3
ro,sa,y25-74,2004.10,564000,6.4
ro,sa,y25-74,2004.11,564000,6.4
ro,sa,y25-74,2004.12,564000,6.4
ro,sa,y25-74,2005.01,536000,6.1
ro,sa,y25-74,2005.02,536000,6.1
ro,sa,y25-74,2005.03,536000,6.1
ro,sa,y25-74,2005.04,520000,5.9
ro,sa,y25-74,2005.05,520000,5.9
ro,sa,y25-74,2005.06,520000,5.9
ro,sa,y25-74,2005.07,443000,5.2
ro,sa,y25-74,2005.08,443000,5.2
ro,sa,y25-74,2005.09,443000,5.2
ro,sa,y25-74,2005.10,473000,5.3
ro,sa,y25-74,2005.11,473000,5.3
ro,sa,y25-74,2005.12,473000,5.3
ro,sa,y25-74,2006.01,495000,5.5
ro,sa,y25-74,2006.02,495000,5.5
ro,sa,y25-74,2006.03,495000,5.5
ro,sa,y25-74,2006.04,515000,5.7
ro,sa,y25-74,2006.05,515000,5.7
ro,sa,y25-74,2006.06,515000,5.7
ro,sa,y25-74,2006.07,541000,5.9
ro,sa,y25-74,2006.08,541000,5.9
ro,sa,y25-74,2006.09,541000,5.9
ro,sa,y25-74,2006.10,509000,5.6
ro,sa,y25-74,2006.11,509000,5.6
ro,sa,y25-74,2006.12,509000,5.6
ro,sa,y25-74,2007.01,434000,4.8
ro,sa,y25-74,2007.02,434000,4.8
ro,sa,y25-74,2007.03,434000,4.8
ro,sa,y25-74,2007.04,462000,5.1
ro,sa,y25-74,2007.05,462000,5.1
ro,sa,y25-74,2007.06,462000,5.1
ro,sa,y25-74,2007.07,442000,4.9
ro,sa,y25-74,2007.08,442000,4.9
ro,sa,y25-74,2007.09,442000,4.9
ro,sa,y25-74,2007.10,438000,4.9
ro,sa,y25-74,2007.11,438000,4.9
ro,sa,y25-74,2007.12,438000,4.9
ro,sa,y25-74,2008.01,387000,4.3
ro,sa,y25-74,2008.02,387000,4.3
ro,sa,y25-74,2008.03,387000,4.3
ro,sa,y25-74,2008.04,396000,4.4
ro,sa,y25-74,2008.05,396000,4.4
ro,sa,y25-74,2008.06,396000,4.4
ro,sa,y25-74,2008.07,395000,4.4
ro,sa,y25-74,2008.08,395000,4.4
ro,sa,y25-74,2008.09,395000,4.4
ro,sa,y25-74,2008.10,416000,4.6
ro,sa,y25-74,2008.11,416000,4.6
ro,sa,y25-74,2008.12,416000,4.6
ro,sa,y25-74,2009.01,416000,4.6
ro,sa,y25-74,2009.02,416000,4.6
ro,sa,y25-74,2009.03,416000,4.6
ro,sa,y25-74,2009.04,449000,5
ro,sa,y25-74,2009.05,449000,5
ro,sa,y25-74,2009.06,449000,5
ro,sa,y25-74,2009.07,515000,5.7
ro,sa,y25-74,2009.08,515000,5.7
ro,sa,y25-74,2009.09,515000,5.7
ro,sa,y25-74,2009.10,559000,6.2
ro,sa,y25-74,2009.11,559000,6.2
ro,sa,y25-74,2009.12,559000,6.2
ro,sa,y25-74,2010.01,532000,5.9
ro,sa,y25-74,2010.02,532000,5.9
ro,sa,y25-74,2010.03,532000,5.9
ro,sa,y25-74,2010.04,502000,5.5
ro,sa,y25-74,2010.05,502000,5.5
ro,sa,y25-74,2010.06,502000,5.5
ro,sa,y25-74,2010.07,525000,5.8
ro,sa,y25-74,2010.08,525000,5.8
ro,sa,y25-74,2010.09,525000,5.8
ro,sa,y_lt25,1999.01,325000,21
ro,sa,y_lt25,1999.02,325000,21
ro,sa,y_lt25,1999.03,325000,21
ro,sa,y_lt25,1999.04,298000,19.5
ro,sa,y_lt25,1999.05,298000,19.5
ro,sa,y_lt25,1999.06,298000,19.5
ro,sa,y_lt25,1999.07,298000,19.7
ro,sa,y_lt25,1999.08,298000,19.7
ro,sa,y_lt25,1999.09,298000,19.7
ro,sa,y_lt25,1999.10,311000,20.7
ro,sa,y_lt25,1999.11,311000,20.7
ro,sa,y_lt25,1999.12,311000,20.7
ro,sa,y_lt25,2000.01,302000,20.4
ro,sa,y_lt25,2000.02,302000,20.4
ro,sa,y_lt25,2000.03,302000,20.4
ro,sa,y_lt25,2000.04,288000,19.6
ro,sa,y_lt25,2000.05,288000,19.6
ro,sa,y_lt25,2000.06,288000,19.6
ro,sa,y_lt25,2000.07,298000,20.6
ro,sa,y_lt25,2000.08,298000,20.6
ro,sa,y_lt25,2000.09,298000,20.6
ro,sa,y_lt25,2000.10,286000,19
ro,sa,y_lt25,2000.11,286000,19
ro,sa,y_lt25,2000.12,286000,19
ro,sa,y_lt25,2001.01,276000,18.5
ro,sa,y_lt25,2001.02,276000,18.5
ro,sa,y_lt25,2001.03,276000,18.5
ro,sa,y_lt25,2001.04,265000,18.8
ro,sa,y_lt25,2001.05,265000,18.8
ro,sa,y_lt25,2001.06,265000,18.8
ro,sa,y_lt25,2001.07,247000,17.7
ro,sa,y_lt25,2001.08,247000,17.7
ro,sa,y_lt25,2001.09,247000,17.7
ro,sa,y_lt25,2001.10,263000,19.1
ro,sa,y_lt25,2001.11,263000,19.1
ro,sa,y_lt25,2001.12,263000,19.1
ro,sa,y_lt25,2002.01,324000,23.5
ro,sa,y_lt25,2002.02,324000,23.5
ro,sa,y_lt25,2002.03,324000,23.5
ro,sa,y_lt25,2002.04,305000,23
ro,sa,y_lt25,2002.05,305000,23
ro,sa,y_lt25,2002.06,305000,23
ro,sa,y_lt25,2002.07,299000,22.9
ro,sa,y_lt25,2002.08,299000,22.9
ro,sa,y_lt25,2002.09,299000,22.9
ro,sa,y_lt25,2002.10,281000,22.4
ro,sa,y_lt25,2002.11,281000,22.4
ro,sa,y_lt25,2002.12,281000,22.4
ro,sa,y_lt25,2003.01,229000,20.1
ro,sa,y_lt25,2003.02,229000,20.1
ro,sa,y_lt25,2003.03,229000,20.1
ro,sa,y_lt25,2003.04,229000,20.1
ro,sa,y_lt25,2003.05,229000,20.1
ro,sa,y_lt25,2003.06,229000,20.1
ro,sa,y_lt25,2003.07,207000,18.8
ro,sa,y_lt25,2003.08,207000,18.8
ro,sa,y_lt25,2003.09,207000,18.8
ro,sa,y_lt25,2003.10,201000,18.9
ro,sa,y_lt25,2003.11,201000,18.9
ro,sa,y_lt25,2003.12,201000,18.9
ro,sa,y_lt25,2004.01,249000,19.1
ro,sa,y_lt25,2004.02,249000,19.1
ro,sa,y_lt25,2004.03,249000,19.1
ro,sa,y_lt25,2004.04,278000,23
ro,sa,y_lt25,2004.05,278000,23
ro,sa,y_lt25,2004.06,278000,23
ro,sa,y_lt25,2004.07,263000,22.7
ro,sa,y_lt25,2004.08,263000,22.7
ro,sa,y_lt25,2004.09,263000,22.7
ro,sa,y_lt25,2004.10,256000,21.9
ro,sa,y_lt25,2004.11,256000,21.9
ro,sa,y_lt25,2004.12,256000,21.9
ro,sa,y_lt25,2005.01,229000,20.4
ro,sa,y_lt25,2005.02,229000,20.4
ro,sa,y_lt25,2005.03,229000,20.4
ro,sa,y_lt25,2005.04,207000,19.7
ro,sa,y_lt25,2005.05,207000,19.7
ro,sa,y_lt25,2005.06,207000,19.7
ro,sa,y_lt25,2005.07,200000,19.5
ro,sa,y_lt25,2005.08,200000,19.5
ro,sa,y_lt25,2005.09,200000,19.5
ro,sa,y_lt25,2005.10,210000,20.5
ro,sa,y_lt25,2005.11,210000,20.5
ro,sa,y_lt25,2005.12,210000,20.5
ro,sa,y_lt25,2006.01,207000,20.6
ro,sa,y_lt25,2006.02,207000,20.6
ro,sa,y_lt25,2006.03,207000,20.6
ro,sa,y_lt25,2006.04,210000,20.9
ro,sa,y_lt25,2006.05,210000,20.9
ro,sa,y_lt25,2006.06,210000,20.9
ro,sa,y_lt25,2006.07,224000,22
ro,sa,y_lt25,2006.08,224000,22
ro,sa,y_lt25,2006.09,224000,22
ro,sa,y_lt25,2006.10,217000,21.6
