country,seasonality,month,unemployment,unemployment_rate
no,nsa,2009.07,87000,3.3
no,nsa,2009.08,84000,3.2
no,nsa,2009.09,82000,3.2
no,nsa,2009.10,79000,3.1
no,nsa,2009.11,72000,2.8
no,nsa,2009.12,79000,3.1
no,nsa,2010.01,85000,3.3
no,nsa,2010.02,95000,3.7
no,nsa,2010.03,93000,3.6
no,nsa,2010.04,97000,3.8
no,nsa,2010.05,100000,3.8
no,nsa,2010.06,98000,3.7
no,nsa,2010.07,95000,3.6
no,nsa,2010.08,90000,3.5
no,nsa,2010.09,90000,3.5
no,nsa,2010.10,86000,3.3
no,sa,1989.01,107000,4.9
no,sa,1989.02,110000,5
no,sa,1989.03,107000,4.9
no,sa,1989.04,112000,5.1
no,sa,1989.05,115000,5.3
no,sa,1989.06,118000,5.4
no,sa,1989.07,113000,5.2
no,sa,1989.08,118000,5.5
no,sa,1989.09,123000,5.8
no,sa,1989.10,126000,5.9
no,sa,1989.11,127000,5.9
no,sa,1989.12,125000,5.8
no,sa,1990.01,129000,6
no,sa,1990.02,128000,5.9
no,sa,1990.03,125000,5.8
no,sa,1990.04,121000,5.6
no,sa,1990.05,124000,5.7
no,sa,1990.06,127000,5.9
no,sa,1990.07,126000,5.8
no,sa,1990.08,124000,5.8
no,sa,1990.09,120000,5.6
no,sa,1990.10,122000,5.7
no,sa,1990.11,123000,5.7
no,sa,1990.12,126000,5.9
no,sa,1991.01,124000,5.8
no,sa,1991.02,124000,5.8
no,sa,1991.03,126000,5.9
no,sa,1991.04,126000,5.9
no,sa,1991.05,121000,5.7
no,sa,1991.06,124000,5.8
no,sa,1991.07,127000,5.9
no,sa,1991.08,132000,6.2
no,sa,1991.09,127000,5.9
no,sa,1991.10,132000,6.2
no,sa,1991.11,139000,6.5
no,sa,1991.12,145000,6.7
no,sa,1992.01,140000,6.5
no,sa,1992.02,138000,6.4
no,sa,1992.03,134000,6.3
no,sa,1992.04,140000,6.5
no,sa,1992.05,139000,6.5
no,sa,1992.06,141000,6.6
no,sa,1992.07,140000,6.5
no,sa,1992.08,141000,6.6
no,sa,1992.09,142000,6.6
no,sa,1992.10,144000,6.7
no,sa,1992.11,143000,6.7
no,sa,1992.12,141000,6.6
no,sa,1993.01,140000,6.6
no,sa,1993.02,141000,6.6
no,sa,1993.03,145000,6.8
no,sa,1993.04,145000,6.8
no,sa,1993.05,141000,6.6
no,sa,1993.06,142000,6.6
no,sa,1993.07,142000,6.6
no,sa,1993.08,146000,6.8
no,sa,1993.09,145000,6.8
no,sa,1993.10,144000,6.7
no,sa,1993.11,137000,6.4
no,sa,1993.12,129000,6
no,sa,1994.01,128000,6
no,sa,1994.02,129000,6
no,sa,1994.03,128000,6
no,sa,1994.04,131000,6.1
no,sa,1994.05,133000,6.2
no,sa,1994.06,131000,6.1
no,sa,1994.07,128000,5.9
no,sa,1994.08,126000,5.8
no,sa,1994.09,129000,6
no,sa,1994.10,129000,5.9
no,sa,1994.11,130000,6
no,sa,1994.12,131000,6
no,sa,1995.01,130000,6
no,sa,1995.02,130000,6
no,sa,1995.03,128000,5.8
no,sa,1995.04,124000,5.7
no,sa,1995.05,121000,5.5
no,sa,1995.06,119000,5.4
no,sa,1995.07,117000,5.3
no,sa,1995.08,116000,5.3
no,sa,1995.09,114000,5.2
no,sa,1995.10,114000,5.1
no,sa,1995.11,110000,5
no,sa,1995.12,113000,5.1
no,sa,1996.01,107000,4.8
no,sa,1996.02,112000,5
no,sa,1996.03,111000,5
no,sa,1996.04,111000,5
no,sa,1996.05,108000,4.8
no,sa,1996.06,105000,4.7
no,sa,1996.07,107000,4.7
no,sa,1996.08,107000,4.8
no,sa,1996.09,105000,4.7
no,sa,1996.10,103000,4.6
no,sa,1996.11,105000,4.6
no,sa,1996.12,104000,4.6
no,sa,1997.01,103000,4.6
no,sa,1997.02,91000,4
no,sa,1997.03,90000,4
no,sa,1997.04,93000,4.1
no,sa,1997.05,97000,4.3
no,sa,1997.06,95000,4.1
no,sa,1997.07,92000,4
no,sa,1997.08,87000,3.8
no,sa,1997.09,85000,3.7
no,sa,1997.10,80000,3.5
no,sa,1997.11,80000,3.5
no,sa,1997.12,78000,3.4
no,sa,1998.01,77000,3.3
no,sa,1998.02,75000,3.2
no,sa,1998.03,76000,3.3
no,sa,1998.04,80000,3.4
no,sa,1998.05,77000,3.3
no,sa,1998.06,76000,3.3
no,sa,1998.07,74000,3.2
no,sa,1998.08,70000,3
no,sa,1998.09,64000,2.8
no,sa,1998.10,63000,2.7
no,sa,1998.11,66000,2.8
no,sa,1998.12,65000,2.8
no,sa,1999.01,64000,2.7
no,sa,1999.02,63000,2.7
no,sa,1999.03,67000,2.9
no,sa,1999.04,66000,2.9
no,sa,1999.05,66000,2.9
no,sa,1999.06,65000,2.8
no,sa,1999.07,68000,2.9
no,sa,1999.08,71000,3.1
no,sa,1999.09,79000,3.4
no,sa,1999.10,80000,3.4
no,sa,1999.11,80000,3.4
no,sa,1999.12,80000,3.4
no,sa,2000.01,80000,3.4
no,sa,2000.02,81000,3.4
no,sa,2000.03,78000,3.3
no,sa,2000.04,76000,3.2
no,sa,2000.05,71000,3
no,sa,2000.06,71000,3
no,sa,2000.07,74000,3.1
no,sa,2000.08,78000,3.3
no,sa,2000.09,76000,3.2
no,sa,2000.10,74000,3.1
no,sa,2000.11,77000,3.3
no,sa,2000.12,80000,3.4
no,sa,2001.01,80000,3.4
no,sa,2001.02,79000,3.3
no,sa,2001.03,76000,3.2
no,sa,2001.04,75000,3.2
no,sa,2001.05,77000,3.2
no,sa,2001.06,80000,3.4
no,sa,2001.07,81000,3.4
no,sa,2001.08,81000,3.5
no,sa,2001.09,84000,3.6
no,sa,2001.10,87000,3.7
no,sa,2001.11,84000,3.6
no,sa,2001.12,85000,3.6
no,sa,2002.01,85000,3.6
no,sa,2002.02,90000,3.8
no,sa,2002.03,89000,3.7
no,sa,2002.04,90000,3.8
no,sa,2002.05,87000,3.7
no,sa,2002.06,83000,3.5
no,sa,2002.07,82000,3.5
no,sa,2002.08,85000,3.6
no,sa,2002.09,87000,3.7
no,sa,2002.10,89000,3.7
no,sa,2002.11,90000,3.8
no,sa,2002.12,90000,3.8
no,sa,2003.01,93000,3.9
no,sa,2003.02,94000,3.9
no,sa,2003.03,96000,4
no,sa,2003.04,100000,4.2
no,sa,2003.05,100000,4.2
no,sa,2003.06,102000,4.3
no,sa,2003.07,100000,4.2
no,sa,2003.08,104000,4.4
no,sa,2003.09,104000,4.4
no,sa,2003.10,103000,4.3
no,sa,2003.11,104000,4.4
no,sa,2003.12,104000,4.4
no,sa,2004.01,99000,4.2
no,sa,2004.02,98000,4.2
no,sa,2004.03,97000,4.1
no,sa,2004.04,100000,4.2
no,sa,2004.05,101000,4.2
no,sa,2004.06,102000,4.3
no,sa,2004.07,102000,4.3
no,sa,2004.08,105000,4.4
no,sa,2004.09,105000,4.4
no,sa,2004.10,106000,4.4
no,sa,2004.11,105000,4.4
no,sa,2004.12,106000,4.4
no,sa,2005.01,107000,4.5
no,sa,2005.02,106000,4.4
no,sa,2005.03,109000,4.6
no,sa,2005.04,110000,4.6
no,sa,2005.05,109000,4.6
no,sa,2005.06,109000,4.5
no,sa,2005.07,113000,4.7
no,sa,2005.08,111000,4.6
no,sa,2005.09,108000,4.5
no,sa,2005.10,109000,4.5
no,sa,2005.11,109000,4.5
no,sa,2005.12,105000,4.3
no,sa,2006.01,98000,4.1
no,sa,2006.02,94000,3.9
no,sa,2006.03,95000,3.9
no,sa,2006.04,93000,3.8
no,sa,2006.05,91000,3.7
no,sa,2006.06,85000,3.5
no,sa,2006.07,82000,3.3
no,sa,2006.08,78000,3.2
no,sa,2006.09,76000,3.1
no,sa,2006.10,73000,3
no,sa,2006.11,70000,2.9
no,sa,2006.12,70000,2.8
no,sa,2007.01,68000,2.8
no,sa,2007.02,67000,2.7
no,sa,2007.03,66000,2.6
no,sa,2007.04,65000,2.6
no,sa,2007.05,61000,2.5
no,sa,2007.06,61000,2.5
no,sa,2007.07,61000,2.5
no,sa,2007.08,62000,2.5
no,sa,2007.09,63000,2.5
no,sa,2007.10,63000,2.5
no,sa,2007.11,64000,2.5
no,sa,2007.12,62000,2.4
no,sa,2008.01,61000,2.4
no,sa,2008.02,61000,2.4
no,sa,2008.03,60000,2.3
no,sa,2008.04,61000,2.4
no,sa,2008.05,63000,2.4
no,sa,2008.06,65000,2.5
no,sa,2008.07,62000,2.4
no,sa,2008.08,62000,2.4
no,sa,2008.09,66000,2.6
no,sa,2008.10,71000,2.8
no,sa,2008.11,75000,2.9
no,sa,2008.12,73000,2.8
no,sa,2009.01,77000,3
no,sa,2009.02,78000,3
no,sa,2009.03,82000,3.1
no,sa,2009.04,80000,3.1
no,sa,2009.05,81000,3.1
no,sa,2009.06,78000,3
no,sa,2009.07,80000,3.1
no,sa,2009.08,82000,3.2
no,sa,2009.09,83000,3.2
no,sa,2009.10,85000,3.3
no,sa,2009.11,84000,3.2
no,sa,2009.12,87000,3.3
no,sa,2010.01,87000,3.4
no,sa,2010.02,90000,3.5
no,sa,2010.03,90000,3.5
no,sa,2010.04,94000,3.6
no,sa,2010.05,94000,3.6
no,sa,2010.06,92000,3.5
no,sa,2010.07,88000,3.4
no,sa,2010.08,88000,3.4
no,sa,2010.09,92000,3.5
no,sa,2010.10,93000,3.6
no,trend,1989.01,103000,4.7
no,trend,1989.02,106000,4.8
no,trend,1989.03,109000,5
no,trend,1989.04,112000,5.1
no,trend,1989.05,114000,5.3
no,trend,1989.06,117000,5.4
no,trend,1989.07,119000,5.5
no,trend,1989.08,121000,5.6
no,trend,1989.09,123000,5.7
no,trend,1989.10,124000,5.8
no,trend,1989.11,125000,5.8
no,trend,1989.12,126000,5.9
no,trend,1990.01,127000,5.9
no,trend,1990.02,127000,5.9
no,trend,1990.03,127000,5.9
no,trend,1990.04,127000,5.9
no,trend,1990.05,127000,5.9
no,trend,1990.06,126000,5.9
no,trend,1990.07,126000,5.8
no,trend,1990.08,126000,5.8
no,trend,1990.09,125000,5.8
no,trend,1990.10,125000,5.8
no,trend,1990.11,125000,5.8
no,trend,1990.12,124000,5.8
no,trend,1991.01,124000,5.8
no,trend,1991.02,124000,5.8
no,trend,1991.03,124000,5.8
no,trend,1991.04,125000,5.9
no,trend,1991.05,126000,5.9
no,trend,1991.06,127000,5.9
no,trend,1991.07,128000,6
no,trend,1991.08,130000,6.1
no,trend,1991.09,132000,6.2
no,trend,1991.10,134000,6.3
no,trend,1991.11,136000,6.4
no,trend,1991.12,138000,6.4
no,trend,1992.01,140000,6.5
no,trend,1992.02,141000,6.6
no,trend,1992.03,141000,6.6
no,trend,1992.04,142000,6.6
no,trend,1992.05,142000,6.6
no,trend,1992.06,142000,6.6
no,trend,1992.07,141000,6.6
no,trend,1992.08,141000,6.6
no,trend,1992.09,141000,6.6
no,trend,1992.10,141000,6.6
no,trend,1992.11,141000,6.6
no,trend,1992.12,141000,6.6
no,trend,1993.01,141000,6.6
no,trend,1993.02,142000,6.6
no,trend,1993.03,142000,6.7
no,trend,1993.04,143000,6.7
no,trend,1993.05,143000,6.7
no,trend,1993.06,143000,6.7
no,trend,1993.07,143000,6.7
no,trend,1993.08,142000,6.6
no,trend,1993.09,141000,6.6
no,trend,1993.10,139000,6.5
no,trend,1993.11,137000,6.4
no,trend,1993.12,135000,6.3
no,trend,1994.01,134000,6.2
no,trend,1994.02,132000,6.1
no,trend,1994.03,130000,6.1
no,trend,1994.04,129000,6
no,trend,1994.05,129000,6
no,trend,1994.06,129000,6
no,trend,1994.07,129000,6
no,trend,1994.08,129000,6
no,trend,1994.09,130000,6
no,trend,1994.10,130000,6
no,trend,1994.11,130000,6
no,trend,1994.12,130000,5.9
no,trend,1995.01,129000,5.9
no,trend,1995.02,128000,5.8
no,trend,1995.03,126000,5.8
no,trend,1995.04,124000,5.7
no,trend,1995.05,122000,5.6
no,trend,1995.06,120000,5.5
no,trend,1995.07,118000,5.4
no,trend,1995.08,116000,5.3
no,trend,1995.09,115000,5.2
no,trend,1995.10,115000,5.2
no,trend,1995.11,115000,5.2
no,trend,1995.12,112000,5.1
no,trend,1996.01,109000,4.9
no,trend,1996.02,106000,4.8
no,trend,1996.03,106000,4.8
no,trend,1996.04,107000,4.8
no,trend,1996.05,107000,4.8
no,trend,1996.06,106000,4.8
no,trend,1996.07,106000,4.7
no,trend,1996.08,105000,4.7
no,trend,1996.09,104000,4.6
no,trend,1996.10,103000,4.6
no,trend,1996.11,102000,4.5
no,trend,1996.12,101000,4.5
no,trend,1997.01,100000,4.4
no,trend,1997.02,93000,4.1
no,trend,1997.03,93000,4.1
no,trend,1997.04,94000,4.1
no,trend,1997.05,93000,4.1
no,trend,1997.06,92000,4
no,trend,1997.07,90000,3.9
no,trend,1997.08,88000,3.8
no,trend,1997.09,85000,3.7
no,trend,1997.10,82000,3.6
no,trend,1997.11,80000,3.5
no,trend,1997.12,78000,3.4
no,trend,1998.01,77000,3.3
no,trend,1998.02,76000,3.3
no,trend,1998.03,75000,3.3
no,trend,1998.04,75000,3.2
no,trend,1998.05,74000,3.2
no,trend,1998.06,72000,3.1
no,trend,1998.07,71000,3.1
no,trend,1998.08,69000,3
no,trend,1998.09,68000,2.9
no,trend,1998.10,66000,2.9
no,trend,1998.11,65000,2.8
no,trend,1998.12,65000,2.8
no,trend,1999.01,65000,2.8
no,trend,1999.02,65000,2.8
no,trend,1999.03,66000,2.8
no,trend,1999.04,67000,2.9
no,trend,1999.05,68000,2.9
no,trend,1999.06,71000,3
no,trend,1999.07,73000,3.1
no,trend,1999.08,75000,3.2
no,trend,1999.09,77000,3.3
no,trend,1999.10,79000,3.4
no,trend,1999.11,79000,3.4
no,trend,1999.12,79000,3.4
no,trend,2000.01,79000,3.4
no,trend,2000.02,79000,3.3
no,trend,2000.03,78000,3.3
no,trend,2000.04,77000,3.3
no,trend,2000.05,76000,3.2
no,trend,2000.06,76000,3.2
no,trend,2000.07,75000,3.2
no,trend,2000.08,75000,3.2
no,trend,2000.09,75000,3.2
no,trend,2000.10,76000,3.2
no,trend,2000.11,77000,3.3
no,trend,2000.12,78000,3.3
no,trend,2001.01,78000,3.3
no,trend,2001.02,78000,3.3
no,trend,2001.03,78000,3.3
no,trend,2001.04,78000,3.3
no,trend,2001.05,78000,3.3
no,trend,2001.06,79000,3.3
no,trend,2001.07,80000,3.4
no,trend,2001.08,82000,3.5
no,trend,2001.09,84000,3.5
no,trend,2001.10,85000,3.6
no,trend,2001.11,86000,3.6
no,trend,2001.12,88000,3.7
no,trend,2002.01,88000,3.7
no,trend,2002.02,89000,3.7
no,trend,2002.03,89000,3.7
no,trend,2002.04,89000,3.7
no,trend,2002.05,89000,3.7
no,trend,2002.06,88000,3.7
no,trend,2002.07,87000,3.7
no,trend,2002.08,87000,3.7
no,trend,2002.09,87000,3.7
no,trend,2002.10,88000,3.7
no,trend,2002.11,89000,3.8
no,trend,2002.12,91000,3.8
no,trend,2003.01,92000,3.9
no,trend,2003.02,95000,4
no,trend,2003.03,97000,4.1
no,trend,2003.04,99000,4.2
no,trend,2003.05,101000,4.3
no,trend,2003.06,103000,4.3
no,trend,2003.07,103000,4.3
no,trend,2003.08,104000,4.4
no,trend,2003.09,104000,4.4
no,trend,2003.10,104000,4.4
no,trend,2003.11,103000,4.3
no,trend,2003.12,103000,4.3
no,trend,2004.01,102000,4.3
no,trend,2004.02,101000,4.2
no,trend,2004.03,100000,4.2
no,trend,2004.04,99000,4.2
no,trend,2004.05,99000,4.2
no,trend,2004.06,100000,4.2
no,trend,2004.07,100000,4.2
no,trend,2004.08,100000,4.2
no,trend,2004.09,101000,4.2
no,trend,2004.10,101000,4.2
no,trend,2004.11,103000,4.3
no,trend,2004.12,104000,4.4
no,trend,2005.01,106000,4.4
no,trend,2005.02,107000,4.5
no,trend,2005.03,109000,4.5
no,trend,2005.04,109000,4.6
no,trend,2005.05,110000,4.6
no,trend,2005.06,110000,4.6
no,trend,2005.07,110000,4.6
no,trend,2005.08,109000,4.5
no,trend,2005.09,108000,4.5
no,trend,2005.10,106000,4.4
no,trend,2005.11,104000,4.3
no,trend,2005.12,102000,4.2
no,trend,2006.01,99000,4.1
no,trend,2006.02,97000,4
no,trend,2006.03,94000,3.9
no,trend,2006.04,91000,3.8
no,trend,2006.05,88000,3.6
no,trend,2006.06,86000,3.5
no,trend,2006.07,83000,3.4
no,trend,2006.08,81000,3.3
no,trend,2006.09,78000,3.2
no,trend,2006.10,76000,3.1
no,trend,2006.11,73000,3
no,trend,2006.12,70000,2.8
no,trend,2007.01,68000,2.7
no,trend,2007.02,66000,2.7
no,trend,2007.03,64000,2.6
no,trend,2007.04,64000,2.6
no,trend,2007.05,63000,2.5
no,trend,2007.06,63000,2.5
no,trend,2007.07,63000,2.5
no,trend,2007.08,63000,2.5
no,trend,2007.09,62000,2.5
no,trend,2007.10,62000,2.4
no,trend,2007.11,62000,2.4
no,trend,2007.12,61000,2.4
no,trend,2008.01,61000,2.4
no,trend,2008.02,61000,2.4
no,trend,2008.03,62000,2.4
no,trend,2008.04,63000,2.4
no,trend,2008.05,63000,2.5
no,trend,2008.06,64000,2.5
no,trend,2008.07,65000,2.5
no,trend,2008.08,66000,2.5
no,trend,2008.09,67000,2.6
no,trend,2008.10,69000,2.7
no,trend,2008.11,71000,2.7
no,trend,2008.12,74000,2.8
no,trend,2009.01,76000,2.9
no,trend,2009.02,78000,3
no,trend,2009.03,79000,3
no,trend,2009.04,79000,3.1
no,trend,2009.05,80000,3.1
no,trend,2009.06,81000,3.1
no,trend,2009.07,81000,3.1
no,trend,2009.08,83000,3.2
no,trend,2009.09,84000,3.2
no,trend,2009.10,85000,3.3
no,trend,2009.11,86000,3.3
no,trend,2009.12,87000,3.4
no,trend,2010.01,88000,3.4
no,trend,2010.02,89000,3.5
no,trend,2010.03,90000,3.5
no,trend,2010.04,91000,3.5
no,trend,2010.05,91000,3.5
no,trend,2010.06,91000,3.5
no,trend,2010.07,91000,3.5
no,trend,2010.08,92000,3.5
no,trend,2010.09,92000,3.6
no,trend,2010.10,93000,3.6
pl,nsa,1995.01,2428000,
pl,nsa,1995.02,2436000,
pl,nsa,1995.03,2457000,
pl,nsa,1995.04,2422000,
pl,nsa,1995.05,2322000,
pl,nsa,1995.06,2323000,
pl,nsa,1995.07,2268000,
pl,nsa,1995.08,2128000,
pl,nsa,1995.09,2215000,
pl,nsa,1995.10,2165000,
pl,nsa,1995.11,2008000,
pl,nsa,1995.12,2178000,
pl,nsa,1996.01,2379000,
pl,nsa,1996.02,2435000,
pl,nsa,1996.03,2445000,
pl,nsa,1996.04,2417000,
pl,nsa,1996.05,2341000,
pl,nsa,1996.06,2260000,
pl,nsa,1996.07,2209000,
pl,nsa,1996.08,2156000,
pl,nsa,1996.09,2096000,
pl,nsa,1996.10,2044000,
pl,nsa,1996.11,2033000,
pl,nsa,1996.12,2073000,
pl,nsa,1997.01,2095000,12.2
pl,nsa,1997.02,2082000,12.1
pl,nsa,1997.03,2039000,11.9
pl,nsa,1997.04,1953000,11.4
pl,nsa,1997.05,1864000,11
pl,nsa,1997.06,1827000,10.8
pl,nsa,1997.07,1810000,10.7
pl,nsa,1997.08,1769000,10.4
pl,nsa,1997.09,1718000,10.2
pl,nsa,1997.10,1669000,9.9
pl,nsa,1997.11,1662000,9.8
pl,nsa,1997.12,1697000,10
pl,nsa,1998.01,1763000,10.3
pl,nsa,1998.02,1813000,10.6
pl,nsa,1998.03,1807000,10.5
pl,nsa,1998.04,1756000,10.3
pl,nsa,1998.05,1690000,9.9
pl,nsa,1998.06,1660000,9.8
pl,nsa,1998.07,1663000,9.8
pl,nsa,1998.08,1663000,9.8
pl,nsa,1998.09,1669000,9.9
pl,nsa,1998.10,1693000,10
pl,nsa,1998.11,1743000,10.3
pl,nsa,1998.12,1833000,10.8
pl,nsa,1999.01,2011000,11.8
pl,nsa,1999.02,2197000,12.7
pl,nsa,1999.03,2282000,13.2
pl,nsa,1999.04,2284000,13.2
pl,nsa,1999.05,2244000,13.1
pl,nsa,1999.06,2229000,13
pl,nsa,1999.07,2263000,13.2
pl,nsa,1999.08,2312000,13.5
pl,nsa,1999.09,2358000,13.8
pl,nsa,1999.10,2395000,14
pl,nsa,1999.11,2458000,14.3
pl,nsa,1999.12,2571000,14.9
pl,nsa,2000.01,2724000,15.7
pl,nsa,2000.02,2845000,16.4
pl,nsa,2000.03,2896000,16.6
pl,nsa,2000.04,2882000,16.6
pl,nsa,2000.05,2827000,16.3
pl,nsa,2000.06,2780000,16.1
pl,nsa,2000.07,2755000,15.9
pl,nsa,2000.08,2726000,15.7
pl,nsa,2000.09,2716000,15.7
pl,nsa,2000.10,2713000,15.7
pl,nsa,2000.11,2771000,16.1
pl,nsa,2000.12,2883000,16.7
pl,nsa,2001.01,3074000,17.8
pl,nsa,2001.02,3168000,18.4
pl,nsa,2001.03,3232000,18.7
pl,nsa,2001.04,3241000,18.7
pl,nsa,2001.05,3201000,18.4
pl,nsa,2001.06,3182000,18.2
pl,nsa,2001.07,3148000,18
pl,nsa,2001.08,3121000,17.9
pl,nsa,2001.09,3112000,17.9
pl,nsa,2001.10,3107000,18
pl,nsa,2001.11,3176000,18.5
pl,nsa,2001.12,3275000,19.1
pl,nsa,2002.01,3440000,20.1
pl,nsa,2002.02,3492000,20.4
pl,nsa,2002.03,3509000,20.5
pl,nsa,2002.04,3494000,20.3
pl,nsa,2002.05,3378000,19.7
pl,nsa,2002.06,3426000,19.9
pl,nsa,2002.07,3450000,19.9
pl,nsa,2002.08,3440000,19.9
pl,nsa,2002.09,3419000,19.8
pl,nsa,2002.10,3364000,19.6
pl,nsa,2002.11,3365000,19.7
pl,nsa,2002.12,3395000,20
pl,nsa,2003.01,3466000,20.6
pl,nsa,2003.02,3460000,20.7
pl,nsa,2003.03,3417000,20.4
pl,nsa,2003.04,3330000,19.8
pl,nsa,2003.05,3253000,19.3
pl,nsa,2003.06,3260000,19.2
pl,nsa,2003.07,3302000,19.4
pl,nsa,2003.08,3302000,19.4
pl,nsa,2003.09,3270000,19.3
pl,nsa,2003.10,3218000,19
pl,nsa,2003.11,3250000,19.2
pl,nsa,2003.12,3350000,19.8
pl,nsa,2004.01,3520000,20.7
pl,nsa,2004.02,3531000,20.9
pl,nsa,2004.03,3475000,20.6
pl,nsa,2004.04,3317000,19.7
pl,nsa,2004.05,3197000,19
pl,nsa,2004.06,3160000,18.7
pl,nsa,2004.07,3137000,18.5
pl,nsa,2004.08,3106000,18.2
pl,nsa,2004.09,3078000,18
pl,nsa,2004.10,3053000,17.9
pl,nsa,2004.11,3064000,17.9
pl,nsa,2004.12,3126000,18.3
pl,nsa,2005.01,3175000,18.7
pl,nsa,2005.02,3221000,19
pl,nsa,2005.03,3202000,18.9
pl,nsa,2005.04,3127000,18.5
pl,nsa,2005.05,3055000,18
pl,nsa,2005.06,3033000,17.8
pl,nsa,2005.07,3036000,17.6
pl,nsa,2005.08,3019000,17.4
pl,nsa,2005.09,2996000,17.2
pl,nsa,2005.10,2934000,16.9
pl,nsa,2005.11,2894000,16.8
pl,nsa,2005.12,2852000,16.7
pl,nsa,2006.01,2805000,16.6
pl,nsa,2006.02,2701000,16.1
pl,nsa,2006.03,2599000,15.6
pl,nsa,2006.04,2468000,14.8
pl,nsa,2006.05,2352000,14
pl,nsa,2006.06,2276000,13.5
pl,nsa,2006.07,2262000,13.3
pl,nsa,2006.08,2244000,13.1
pl,nsa,2006.09,2199000,12.8
pl,nsa,2006.10,2126000,12.5
pl,nsa,2006.11,2072000,12.2
pl,nsa,2006.12,2028000,12
pl,nsa,2007.01,1991000,11.9
pl,nsa,2007.02,1903000,11.4
pl,nsa,2007.03,1789000,10.7
pl,nsa,2007.04,1677000,10.1
pl,nsa,2007.05,1590000,9.5
pl,nsa,2007.06,1537000,9.2
pl,nsa,2007.07,1543000,9.1
pl,nsa,2007.08,1537000,9.1
pl,nsa,2007.09,1514000,8.9
pl,nsa,2007.10,1466000,8.6
pl,nsa,2007.11,1448000,8.5
pl,nsa,2007.12,1431000,8.5
pl,nsa,2008.01,1424000,8.4
pl,nsa,2008.02,1363000,8.1
pl,nsa,2008.03,1296000,7.7
pl,nsa,2008.04,1241000,7.4
pl,nsa,2008.05,1195000,7.1
pl,nsa,2008.06,1153000,6.8
pl,nsa,2008.07,1141000,6.7
pl,nsa,2008.08,1136000,6.6
pl,nsa,2008.09,1121000,6.5
pl,nsa,2008.10,1102000,6.4
pl,nsa,2008.11,1145000,6.7
pl,nsa,2008.12,1214000,7.1
pl,nsa,2009.01,1363000,8
pl,nsa,2009.02,1432000,8.4
pl,nsa,2009.03,1447000,8.5
pl,nsa,2009.04,1383000,8.1
pl,nsa,2009.05,1345000,7.8
pl,nsa,2009.06,1337000,7.8
pl,nsa,2009.07,1386000,8
pl,nsa,2009.08,1407000,8.1
pl,nsa,2009.09,1420000,8.2
pl,nsa,2009.10,1403000,8.1
pl,nsa,2009.11,1454000,8.4
pl,nsa,2009.12,1557000,9
pl,nsa,2010.01,1778000,10.3
pl,nsa,2010.02,1874000,10.8
pl,nsa,2010.03,1864000,10.7
pl,nsa,2010.04,1744000,9.9
pl,nsa,2010.05,1676000,9.5
pl,nsa,2010.06,1626000,9.2
pl,nsa,2010.07,1619000,9.1
pl,nsa,2010.08,1620000,9.1
pl,nsa,2010.09,1644000,9.2
pl,nsa,2010.10,1639000,9.2
pl,nsa,2010.11,1668000,9.4
pl,nsa,2010.12,1748000,9.9
pl,sa,1995.01,2330000,
pl,sa,1995.02,2312000,
pl,sa,1995.03,2309000,
pl,sa,1995.04,2301000,
pl,sa,1995.05,2289000,
pl,sa,1995.06,2340000,
pl,sa,1995.07,2310000,
pl,sa,1995.08,2218000,
pl,sa,1995.09,2332000,
pl,sa,1995.10,2299000,
pl,sa,1995.11,2133000,
pl,sa,1995.12,2203000,
pl,sa,1996.01,2275000,
pl,sa,1996.02,2296000,
pl,sa,1996.03,2298000,
pl,sa,1996.04,2303000,
pl,sa,1996.05,2299000,
pl,sa,1996.06,2270000,
pl,sa,1996.07,2240000,
pl,sa,1996.08,2222000,
pl,sa,1996.09,2193000,
pl,sa,1996.10,2161000,
pl,sa,1996.11,2132000,
pl,sa,1996.12,2096000,
pl,sa,1997.01,2022000,11.8
pl,sa,1997.02,1969000,11.5
pl,sa,1997.03,1927000,11.3
pl,sa,1997.04,1886000,11.1
pl,sa,1997.05,1861000,10.9
pl,sa,1997.06,1852000,10.9
pl,sa,1997.07,1838000,10.8
pl,sa,1997.08,1816000,10.7
pl,sa,1997.09,1790000,10.5
pl,sa,1997.10,1761000,10.4
pl,sa,1997.11,1738000,10.2
pl,sa,1997.12,1717000,10.1
pl,sa,1998.01,1694000,10
pl,sa,1998.02,1681000,9.9
pl,sa,1998.03,1673000,9.8
pl,sa,1998.04,1675000,9.8
pl,sa,1998.05,1684000,9.9
pl,sa,1998.06,1698000,10
pl,sa,1998.07,1714000,10.1
pl,sa,1998.08,1734000,10.2
pl,sa,1998.09,1763000,10.4
pl,sa,1998.10,1803000,10.6
pl,sa,1998.11,1843000,10.8
pl,sa,1998.12,1880000,11
pl,sa,1999.01,1954000,11.5
pl,sa,1999.02,2047000,12
pl,sa,1999.03,2116000,12.3
pl,sa,1999.04,2171000,12.7
pl,sa,1999.05,2218000,12.9
pl,sa,1999.06,2265000,13.2
pl,sa,1999.07,2320000,13.5
pl,sa,1999.08,2382000,13.8
pl,sa,1999.09,2443000,14.2
pl,sa,1999.10,2495000,14.5
pl,sa,1999.11,2547000,14.8
pl,sa,1999.12,2603000,15.1
pl,sa,2000.01,2654000,15.4
pl,sa,2000.02,2699000,15.6
pl,sa,2000.03,2740000,15.8
pl,sa,2000.04,2772000,16
