access,addr.source:housenumber,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:unit,address,alt_name,alt_name_1,amenity,atm,atm:operator,building,building:levels,building:material,capacity,construction,contact:email,contact:facebook,contact:google_plus,contact:instagram,contact:phone,contact:website,cuisine,delivery,description,designation,diet:halal,diet:vegan,diet:vegetarian,disused,drive_in,drive_through,ele,email,ethnicity,fax,fixme,food,gnis:county_id,gnis:created,gnis:edited,gnis:feature_id,gnis:state_id,happy_hour,inside_atm,internet_access,internet_access:fee,lat,layer,live_music,lon,microbrewery,name,name:en,name:zh,note,old_name,opening_hours,operator,outdoor_seating,payment:bitcoin,payment:discover_card,payment:litecoin,payment:mastercard,payment:visa,phone,pizza,postal_code,pupuseria,shop,smoking,takeaway,taqueria,toilets:wheelchair,type,url,website,wheelchair,wheelchair:description,wifi,wikipedia,wpt_description,yelp
,,San Francisco,US,,,1516,,94103,CA,Folsom Street,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.771744,,,-122.4144315,no,Izakaya House,,,,,,,no,,,,,,,,,,,,,,,,,http://www.izakayahouse.com/,,,,,,
,,San Francisco,US,,,,1582,94103,CA,Folsom Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7710876,,,-122.4150529,no,The Willows,,,,,,pub,no,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1489,,94103,CA,Folsom Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7718757,,,-122.4137834,no,Basil Canteen,,,,,,,no,,,,,,,,,,,,,,,,,http://www.basilthai.com/bc/,,,,,,
,,San Francisco,US,,,1896,,,CA,Hyde Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7981431,,,-122.4187012,no,Stones Throw,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1916,,,CA,Hyde Street,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.798649,,,-122.4188101,no,Elephant Sushi,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1901,,,CA,Hyde Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7983747,,,-122.4190326,no,Frascati,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1332,,94109,CA,Van Ness Avenue,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7881229,,,-122.421632,,Route 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7705055,,,-122.4047286,yes,Blueprint Tap Room,,,,,,,,,,,,,,,,,,,,,,,,http://blueprint-sf.com/,,,,,,
,,San Francisco,US,,,824,,94127,CA,Ulloa Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7408294,,,-122.4654436,,Philosophers  Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,811,,94127,CA,Ulloa Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7405915,,,-122.465465,,New Tsing Tao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,53,,94127,CA,West Portal Avenue,,,,,restaurant,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,37.7401819,,,-122.4662424,,Roti India Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,250,,94127,CA,West Portal Avenue,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7384662,,,-122.4687635,,Xiao Loong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,272,,94127,CA,Claremont Boulevard,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7410561,,,-122.4649948,,Chaiya,,,,,,thai,,,,,,,,,,,,,,,,,,http://www.chaiyathairestaurant.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,37.7765732,,,-122.4149227,,Anna's Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1574,,94109,CA,California Street,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7907893,,,-122.4202355,,Cordon Bleu,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,
,,San Francisco,,,,734,,94122,,Irving Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7641987,,,-122.4658639,,Yancy's Saloon,,,,,,,,,,,,,+1 415 665 6551,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7777492,,,-122.4131421,,Focaccia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,140,,94105,California,New Montgomery Street,,,,,restaurant,,,,,,,,,,,,,,Moroccan,,,,,,,,,,,,,,,,,,,,,,,,,37.78688,,,-122.3999999,,Mourad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,140,,94105,California,New Montgomery Street,,,,,restaurant,,,,,,,,,,,,,,American,,,,,,,,,,,,,,,,,,,,,,,,,37.7866595,,,-122.3997344,,Trou Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,121,,94105,California,New Montgomery Street,,,,,restaurant,,,,,,,,,,,,,,Korean,,,,,,,,,,,,,,,,,,,,,,,,,37.7871277,,,-122.3999506,,The Store On the Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,662,,94105,California,Mission Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.787049,,,-122.4013107,,Novela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,186,,94105,California,2nd Street,,,,,restaurant,,,,,,,,,,,,,,American,,,,,,,,,,,,,,,,,,,,,,,,,37.7868527,,,-122.3985478,,SOMA Eats,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
,,San Francisco,,,,90,,94105,California,Natoma Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7875413,,,-122.3984959,,Natoma Cabana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,736,,94105,California,Mission Street,,,,,restaurant,,,,,,,,,,,,,,Jewish,,,,,,,,,,,,,,,,,,,,,,,,,37.7861943,,,-122.4033145,,Wise Sons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,631,,94109,CA,Larkin Street,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7838252,,,-122.4177905,,Golden Lotus,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,
,,San Francisco,,,,637,,94109,CA,Larkin Street,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7838789,,,-122.4177987,,Pho 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,655,,94109,CA,Larkin Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7840686,,,-122.417846,,Pagolac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,707,,94109,CA,Ellis Street,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7841199,,,-122.4178575,,Hai Ky Mi Gia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,666,,94109,CA,Larkin Street,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7839884,,,-122.4175345,,Hoa Phat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,670,,94109,CA,Larkin Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7840646,,,-122.4175531,,The Chairman,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
,,San Francisco,US,,,845,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,korean,,,,,,,,,,,,,,,,,,,,,,,,,37.7638838,,,-122.4672505,,Manna Korean Cuisine,,,,,,,,,,,,,,,,,,,,,,,,http://mannasf.com/,,,,,,
,,San Francisco,US,,,1330,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7634467,,,-122.4661692,,Baiano Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1336,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,37.7633485,,,-122.4661554,,Craw Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1376,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7626653,,,-122.4661009,,Mahalo!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1378,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.7626245,,,-122.4660986,,Will Sushi,,,,,,,,,,,,,,,,,,,,,,,,http://www.willsushisf.com/,,,,,,
,,San Francisco,US,,,1382,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7625608,,,-122.4660942,,Sandy's Cafe & Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,907,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,eritrean,,,,,,,,,,,,,,,,,,,,,,,,,37.7638519,,,-122.4676653,,New Eritrean Restaurant & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1315,,94122,CA,9th Avenue,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7637154,,,-122.4664518,,Mucky Duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1319,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7636352,,,-122.4664457,,Soi Gow Thai Noodle Cafe,,,,,"Mo-Su 17:00-22:00; Fr,Sa 17:00-22:30",,,,,,,,,,,,,,,,,,,http://soigowthai.com/,,,,,,
,,San Francisco,US,,,1385,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,37.762445,,,-122.4663595,,Cybelle's Front Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,841,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7638894,,,-122.4671132,,Sushi Kazu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1375,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,37.762654,,,-122.4663706,,Masala Dosa,,,,,,,,,,,,,,,,,,,,,,,,http://masaladosasf.com/,,,,,,
,,San Francisco,US,,,420,,94122,CA,Judah Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7623105,,,-122.4665627,,Alice Chinese Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,579,,94133,CA,Columbus Avenue,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8001409,,,-122.4102087,,Michelangelo Caffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,3394,,,,22nd Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7552947,,,-122.4229151,,Lone Palm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,37.762535,,,-122.3953945,,Plow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,3120,,94103,ca,16th Street,,,,,restaurant,,,,,,,,,,,,,,"Hispanic,_Spain,_Latin_Europe_cuisine",no,,,,,,,,,,,,,,,,,,,,,,,,37.7650124,,,-122.4224952,,Picaro,,,,,11:30-22:00,,,,,,,,,,,,,no,yes,,,,,,,,,,,
,,San Francisco,US,,,534,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7642843,,,-122.4637059,,Baan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,721,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,37.763944,,,-122.4655882,,Yumma's Mediterranean Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,737,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,peruvian,,,,,,,,,,,,,,,,,,,,,,,,,37.7639286,,,-122.46594,,Fresca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,603,,94122,CA,Irving Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7639974,,,-122.4643912,,Fireside Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1360,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7629032,,,-122.4661096,,Nan King Road Bistro,,,,,,,,,,,,,,,,,,,,,,,,http://nankingroadbistro.net/,,,,,,
,,San Francisco,US,,,339,,94122,CA,Judah Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7620626,,,-122.4658483,,Hing Wang Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,532,,94133,CA,Columbus Avenue,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.8000523,,,-122.4095795,,Rose Pistola,,,,,http://rosepistolasf.com/,,,,,,,,,,,,,,,,,,,http://rosepistolasf.com/,,,,,,
,,San Francisco,,,,500,,94133,CA,Columbus Avenue,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7998341,,,-122.4092471,,Café DeLucchi,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,
,,San Francisco,US,,,1239,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7652173,,,-122.4665853,,Gordo Taqueria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1243,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7651298,,,-122.4665811,,Marnee Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1269,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7646511,,,-122.4665299,,Kiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1283,,94122,CA,9th Avenue,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7644479,,,-122.4665197,,Ebisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,699,,,CA,O'Farrell Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7853121,,,-122.4161155,,The Nite Cap,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,
,,San Francisco,US,,,92,,94122,CA,Judah Street,,,,,restaurant,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7624606,,,-122.4626442,,Pomelo,,,,,"Mo-Fr 11:00-14:00,17:30-22:00; Sa 17:30-22:00; Su 17:30-21:00",,,,,,,,+1 415 731 6175,,,,,,,,,,,http://www.pomelosf.com/,,,,,,
,,San Francisco,US,,,94,,94122,CA,Judah Street,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7624584,,,-122.4627362,,You See Sushi,,,,,,,,,,,,,,,,,,,,,,,,http://www.youseesushi.com/,,,,,,
,,San Francisco,US,,,98,,94122,CA,Judah Street,,,,,restaurant,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,37.7624581,,,-122.4628383,,Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,754,,94122,CA,Kirkham Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7603184,,,-122.4691241,,Enjoy Vegetarian Restaurant,,,,,"Tu-Su 11:00-14:30,17:00-21:00",vegetarian,,,,,,,,,,,,,,,,,,http://www.enjoyveggie.com/,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7608676,,,-122.4337728,,Moby Dick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,Indian,,,,,,,,,,,,,,,,,,,,,,,,,37.7609248,,,-122.4329789,,Kasa,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,
,,San Francisco,US,,,1015,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7638036,,,-122.4688082,,Yummy Yummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1033,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.763795,,,-122.46906,,San Tung #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,549,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7640283,,,-122.4639425,,Poki Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,545,,94122,CA,Irving Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7640349,,,-122.4638579,,Inner Fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,450A,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7643659,,,-122.4627204,,Lime Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1534,,94133,CA,Stockton Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8000247,,,-122.408984,,Tony Nik's Cafe,,,,,1Mo-Fr 16:00-2:00; Sa-Su 14:00-2:00,,,,,,,,,,,,,,,,,,,http://tonyniks.com/,,,,,,
,,San Francisco,,,,1548,,94133,CA,Stockton Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.8001284,,,-122.4090107,,Tacolicious,,,,,Su-We 11:30-23:00; Th-Sa 11:30-24:00,,,,,,,,,,,,,,yes,,,,,http://tacolicious.com/,,,,,,
,,San Francisco,,,,1570,,94133,CA,Stockton Street,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.8003332,,,-122.4090513,,Tony's Pizza Napoletana,,,,,Mo 12:00-22:00; We-Su 12:00-23:00,,,,,,,,,,,,,,,,,,,http://tonyspizzanapoletana.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7838171,,,-122.4090682,,Taquerria Castillo B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1152,,,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.7544624,,,-122.4210385,,Sugoi Sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1142,,,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7546305,,,-122.421068,,El Majahual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1136,,,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,37.754739,,,-122.4210804,,Zaytoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1132,,,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,crepe,,,,,,,,,,,,,,,,,,,,,,,,,37.7547605,,,-122.4210817,,The Crepe House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,649,,,CA,Jackson Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.795941,,,-122.4059366,,Great Dim Sum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,560,,94117,CA,Central Avenue,,,,,restaurant,,,,,,,,,,,,,,french,,,,,,,,,,,,,,,,,,,,,,,,,37.774997,,,-122.4444308,,Bistro Central Parc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,76,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7986807,,,-122.4070995,,King of Thai Noodle,,,,,,,,,,,,,,,,,,no,,,,,,,,,yes,,,
,,,,,,161,,,,Steuart Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7926712,,,-122.392262,,Ozumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1,,94105,CA,Mission Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7932361,,,-122.3928913,,Boulevard,,,,,,,,,,,,,,,,,,,,,,,,http://www.boulevardrestaurant.com/,,,,,,
,,San Francisco,,,,901,,94116,CA,Taraval Street,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7429066,,,-122.4758504,,Sushi Raw,,,,,,,,,,,,,,,,,,,,,,,,sushiraw.net,,,,,,
,,San Francisco,,,,1155,,94116,CA,Taraval Street,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7427887,,,-122.478726,,One Boiling Pot Mixian Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,775,,94117,CA,Frederick Street,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7657304,,,-122.4572262,,Kezar Pizzetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,203,,94117,CA,Parnassus Avenue,,,,,restaurant,,,,,,,,,,,,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,37.7643673,,,-122.4528944,,Taboun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,900,,94117,CA,Cole Street,,,,,restaurant,,,,,,,,,,,,,,californian,,,,,,,,,,,,,,,,,,,,,,,,,37.7657123,,,-122.4497848,,Kezar Bar & Restaurant,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/KezarSF/info/,,,,,,
,,San Francisco,,,,100,,94117,CA,Carl Street,,,,,restaurant,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,37.7659094,,,-122.4501494,,Crepes on Cole,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,101,,94117,CA,Carl Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7656716,,,-122.4501022,,Padrecito,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,943,,94117,CA,Cole Street,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7651848,,,-122.4499979,,Kamekyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,945,,94117,CA,Cole Street,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7651552,,,-122.4499907,,Bambino's Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,900,,94117,CA,Stanyan Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7662947,,,-122.4528159,,Bangkok 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,941,,94117,CA,Cole Street,,,,,restaurant,,,,,,,,,,,,,,french,,,,,,,,,,,,,,,,,,,,,,,,,37.7652624,,,-122.450019,,Zazie,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,848,,,CA,Cole Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7661202,,,-122.4498949,,Reverie Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francicsco,,,,123,,94105,,2nd Street,,,,,restaurant,,,,,,,,,,,,,,Indian,yes,,,,,,,,,,,,,,,,,,,,,,,,37.787747,,,-122.3992384,,North India,,,,,10 AM to 11 PM,,,,,,,,+1 415 348 1234,,,,,,,,,,,northindiasf.com,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,wlan,,37.7973275,,,-122.434589,,The Brixton,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1770,,,,Haight Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7695761,,,-122.4513418,,Ploy II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1790,,,,Haight Street,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7695394,,,-122.4516428,,the citris club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,international,,,,,,,,,,,,,,,,,,,,,,,,,37.7908379,,,-122.4197083,,La Mama Pizza and Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
